,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Startt of road from N3 at Tongi,23.8927774,90.4020278,,R301.lrps.htm
,LRPSa,0.469,Others,Start of Ahsanullah Master Flyover,24.8951386,90.4056389,,R301.lrps.htm
,LRP001,1,Km Post,Km post missing,23.8974719,90.4091389,,R301.lrps.htm
,LRP001a,1.048,Others,End Flyover,23.8978886,90.4091667,,R301.lrps.htm
,LRP002,2.032,Km Post,Kaliganj 18 km Gorashal,23.9045278,90.4150833,,R301.lrps.htm
,LRP003,3.032,Km Post,Km post missing,23.9115278,90.4211382,,R301.lrps.htm
,LRP003a,3.307,Rail Road Crossing,Rail Road Crossing,23.9135833,90.4223882,,R301.lrps.htm
,LRP003b,3.594,Bridge,Bridge start,23.9149722,90.4246382,,R301.lrps.htm
,LRP003c,3.652,Bridge,Bridge end,23.9151667,90.4251382,,R301.lrps.htm
,LRP004,4.032,Km Post,Km post missing,23.9169438,90.4284438,,R301.lrps.htm
,LRP005,5.048,Km Post,Info missing,23.9228604,90.4356108,,R301.lrps.htm
,LRP006,6.048,Km Post,KM post missing,23.9265271,90.4447774,,R301.lrps.htm
,LRP006a,6.946,Cross Road,"N105, Madanpur- Joydevpur",23.9300271,90.4525833,,R301.lrps.htm
,LRP007,7.048,Km Post,Km post missing,23.9302216,90.4534167,,R301.lrps.htm
,LRP008,8.048,Km Post,Km post missing,23.9328049,90.4626389,,R301.lrps.htm
,LRP008a,8.815,Rail Road Crossing,Rail Road Crossing,23.9348886,90.4697216,,R301.lrps.htm
,LRP009,9.048,Km Post,Km post missing,23.9353608,90.4719993,,R301.lrps.htm
,LRP010,10.048,Km Post,Km post missing,23.9362219,90.4818882,,R301.lrps.htm
,LRP010a,10.846,Bridge,Bridge start,23.934833,90.4894719,,R301.lrps.htm
,LRP010b,10.948,Bridge,Bridge end,23.9345552,90.4904163,,R301.lrps.htm
,LRP011,11.048,Km Post,Km post missing,23.9342497,90.4911663,,R301.lrps.htm
,LRP011a,11.384,Rail Road Crossing,Rail Road Crossing,23.9337219,90.494333,,R301.lrps.htm
,LRP012,12.048,Km Post,Km post missing,23.9359997,90.5003333,,R301.lrps.htm
,LRP012a,12.501,Bridge,Bridge start,23.9368886,90.5046111,,R301.lrps.htm
,LRP012b,12.516,Bridge,Bridge end,23.9368608,90.50475,,R301.lrps.htm
,LRP013,13.048,Km Post,Km post missing,23.9357497,90.5097222,,R301.lrps.htm
,LRP013a,13.391,Bridge,Bridge start,23.9348052,90.5129167,,R301.lrps.htm
,LRP013b,13.424,Bridge,Bridge end,23.9346386,90.5131944,,R301.lrps.htm
,LRP014,14.064,Km Post,Tongi 14 km,23.9330549,90.5192216,,R301.lrps.htm
,LRP014a,14.219,Rail Road Crossing,Rail Road Crossing,23.9323049,90.5204438,,R301.lrps.htm
,LRP014b,15.083,Culvert,Box Culvert,23.9288882,90.5278882,,R301.lrps.htm
,LRP015,15.105,Km Post,Kaliganj 5 km Gorashal 19 km,23.9288327,90.5280549,,R301.lrps.htm
,LRP015a,15.569,Culvert,Box Culvert,23.9278049,90.5324438,,R301.lrps.htm
,LRP016,16.105,Km Post,Km post missing,23.9269993,90.5376386,,R301.lrps.htm
,LRP016a,16.655,"Side Road, Right","Z3010, Kaliganj- Tumulia- Ulukhola Road",23.927166,90.5430552,,R301.lrps.htm
,LRP016b,16.885,Bridge,Bridge start,23.9272771,90.5452774,,R301.lrps.htm
,LRP016c,16.93,Bridge,Bridge end,23.9272771,90.5456386,,R301.lrps.htm
