,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from N3,23.9893886,90.3818327,,N4.lrps.htm
,LRP001,1,Km Post,Km post missing,23.9894997,90.3719993,,N4.lrps.htm
,LRP002,2,Km Post,Km post missing,23.9890274,90.3622222,,N4.lrps.htm
,LRP003,2.406,Km Post,Tangail 60 km Intersection with N105,23.9895274,90.3581944,,N4.lrps.htm
,LRP003a,3.155,Bridge,Bridge start,23.9926108,90.3519444,,N4.lrps.htm
,LRP003b,3.227,Bridge,Bridge end,23.993083,90.3514444,,N4.lrps.htm
,LRP004,3.406,Km Post,Km post missing,23.9916663,90.3501667,,N4.lrps.htm
,LRP004a,3.712,Bridge,Bridge Start,23.9959997,90.3479441,,N4.lrps.htm
,LRP004b,3.836,Bridge,Bridge End,23.996833,90.3471386,,N4.lrps.htm
,LRP005,4.406,Km Post,Km post missing,24.0005278,90.343333,,N4.lrps.htm
,LRP005a,4.827,Bridge,Bridge Start,24.0032222,90.340583,,N4.lrps.htm
,LRP005b,4.944,Bridge,Bridge End,24.0040556,90.3397497,,N4.lrps.htm
,LRP006,5.406,Km Post,Km post missing,24.0068889,90.3364441,,N4.lrps.htm
,LRP007,6.11,Km Post,Tangail 56 km,24.0092778,90.3301382,,N4.lrps.htm
,LRP008,7.11,Km Post,Km post missing,24.0108889,90.321166,,N4.lrps.htm
,LRP009,8.11,Km Post,Km post missing,24.0123889,90.3115833,,N4.lrps.htm
,LRP009a,8.56,Culvert,Box Culvert,24.0144722,90.3078889,,N4.lrps.htm
,LRP010,9.191,Km Post,Kaliakoir 12 km,24.0175549,90.3026389,,N4.lrps.htm
,LRP011,10.091,Km Post,Km post missing,24.0226938,90.2946663,,N4.lrps.htm
,LRP012,11.191,Km Post,Kaliakoir 10 km,24.0230549,90.2849997,,N4.lrps.htm
,LRP012a,11.591,Culvert,Box Culvert,24.0240549,90.281166,,N4.lrps.htm
,LRP013,12.191,Km Post,Km post missing,24.0259993,90.2759438,,N4.lrps.htm
,LRP013a,12.941,Culvert,Box Culvert,24.028666,90.2691104,,N4.lrps.htm
,LRP014,13.211,Km Post,Bongobondhu Bridge 72 km,24.0296104,90.2667493,,N4.lrps.htm
,LRP014a,14.111,Culvert,Box Culvert,24.045333,90.2597778,,N4.lrps.htm
,LRP015,14.211,Km Post,Km post missing,24.0352497,90.2590833,,N4.lrps.htm
,LRP016,15.166,Km Post,Info missing,24.0406941,90.2518611,,N4.lrps.htm
,LRP016a,15.224,Culvert,Box Culvert,24.041083,90.2512222,,N4.lrps.htm
