Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),R283.traffic.htm
R283-1,"Amedpur (link road start, int with N2) - Kumargoan (link end, int with R280)",LRPS,0,0,LRP007,600,6.625,6.625,73.0,962.0,448.0,168.0,0.0,212.0,73.0,209.0,745.0,142.0,46.0,0.0,0.0,3032.0,46.0,3078.0,3078.0,R283.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,R283.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,R283.traffic.htm
