,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start with N 5 at Utholi.,23.8435552,89.8113333,,N503.lrps.htm
,LRPSa,0.268,Culvert,Box culvert,23.8427497,89.809,,N503.lrps.htm
,LRPSb,0.848,Bridge,Bridge start,23.8413052,89.8035556,,N503.lrps.htm
,LRPSc,0.869,Bridge,Bridge end,23.8412774,89.8034722,,N503.lrps.htm
,LRP001,1,Km Post,Km post missing,23.8409441,89.8014444,,N503.lrps.htm
,LRP001a,1.183,Bridge,Bridge start,23.8404997,89.8005556,,N503.lrps.htm
,LRP001b,1.214,Bridge,Bridge end,23.8404441,89.8002778,,N503.lrps.htm
,LRP001c,1.526,Bridge,Bridge start,23.8398052,89.7973052,,N503.lrps.htm
,LRP001d,1.575,Bridge,Bridge end,23.8397219,89.7968608,,N503.lrps.htm
,LRP002,2,Km Post,Km post missing,23.8387497,89.7927219,,N503.lrps.htm
,LRP002a,2.412,Bridge,Bridge start,23.8378886,89.7888886,,N503.lrps.htm
,LRP002b,2.435,Bridge,Bridge end,23.8378886,89.7886663,,N503.lrps.htm
,LRP003,2.831,Km Post,Aricha,23.8369441,89.7849719,,N503.lrps.htm
,LRPE,3.269,Others,Road end with Aricha ghat.,23.8359441,89.7807771,,N503.lrps.htm
,,,,,,,,N503.lrps.htm
,,,,,,,,N503.lrps.htm
