,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from Z3033 at Kewat Khali By pass more.,24.740083,90.4249993,,N309.lrps.htm
,LRPSa,0.048,Rail Road Crossing,Rail Road Crossing,24.7397774,90.4246938,,N309.lrps.htm
,LRP001,0.078,Km Post,Dhaka 119 klm,24.7396108,90.4245271,,N309.lrps.htm
,LRP001a,0.098,Rail Road Crossing,Rail Road Crossing,24.7394719,90.4243882,,N309.lrps.htm
,LRP001b,0.254,Culvert,Box culvert,24.7385274,90.4232771,,N309.lrps.htm
,LRP001c,0.943,Culvert,Box culvert,24.7339163,90.4187493,,N309.lrps.htm
,LRP002,1.078,Km Post,Dhaka 118 km,24.7331104,90.4178049,,N309.lrps.htm
,LRP002a,1.599,Culvert,Box culvert,24.7293882,90.4147778,,N309.lrps.htm
,LRP002b,1.924,Culvert,Box culvert,24.7268604,90.4133056,,N309.lrps.htm
,LRP003,2.118,Km Post,Dhaka 117 km,24.7251938,90.4125,,N309.lrps.htm
,LRP003a,2.148,Culvert,Box culvert,24.724916,90.4126667,,N309.lrps.htm
,LRP003b,2.67,Culvert,Box culvert,24.720416,90.4113889,,N309.lrps.htm
,LRP003c,2.842,Culvert,Box culvert,24.7189716,90.4109444,,N309.lrps.htm
,LRP004,3.118,Km Post,Dhaka 116 km,24.7163333,90.4100833,,N309.lrps.htm
,LRP004a,3.16,Cross Road,Intersection with N3,24.7163611,90.4097778,,N309.lrps.htm
,LRP004b,3.395,Culvert,Box culvert,24.7171938,90.4076944,,N309.lrps.htm
,LRP004c,3.877,Culvert,Box culvert,24.7192771,90.4036389,,N309.lrps.htm
,LRP005,4.128,Km Post,Muktagacha 19 km,24.7211104,90.4020556,,N309.lrps.htm
,LRP005a,4.525,Culvert,Box culvert,24.7238882,90.399583,,N309.lrps.htm
,LRP005b,4.823,Culvert,Box culvert,24.7259716,90.3977774,,N309.lrps.htm
,LRP005c,5.138,Culvert,Box culvert,24.7280549,90.3957219,,N309.lrps.htm
,LRP006,5.178,Km Post,Muktagacha 18 km,24.7283327,90.3953886,,N309.lrps.htm
,LRP006a,5.619,Culvert,Box culvert,24.7310549,90.3923052,,N309.lrps.htm
,LRP006b,6.098,Culvert,Box culvert,24.7336386,90.3886108,,N309.lrps.htm
,LRP006c,6.198,Culvert,Box culvert,24.7340274,90.3876386,,N309.lrps.htm
,LRP007,6.203,Km Post,Muktagacha 17 km,24.7340552,90.3876108,,N309.lrps.htm
,LRP007a,6.913,Culvert,Box culvert,24.7386941,90.3829716,,N309.lrps.htm
,LRP007b,7.074,Cross Road,"Z3035,Mymensingh-Fulbaria road",24.7398052,90.3820271,,N309.lrps.htm
,LRP008,7.213,Km Post,Muktagacha 16 km,24.7407219,90.3809438,,N309.lrps.htm
,LRP008a,7.502,Culvert,Box culvert,24.7423608,90.3787493,,N309.lrps.htm
,LRP008b,8.192,Culvert,Box culvert,24.746333,90.3787493,,N309.lrps.htm
,LRP009,8.223,Km Post,Muktagacha 15 km,24.7466108,90.3734716,,N309.lrps.htm
,LRP009a,8.572,Culvert,Box culvert,24.7486386,90.3706104,,N309.lrps.htm
,LRP009b,9.152,Culvert,Box culvert,24.7529722,90.3674993,,N309.lrps.htm
,LRP010,9.228,Km Post,Muktagacha 14 km,24.7534167,90.3672216,,N309.lrps.htm
,LRP010a,9.784,Culvert,Box culvert,24.7573611,90.3638611,,N309.lrps.htm
,LRP010b,10.218,Culvert,Box culvert,24.7603889,90.3612222,,N309.lrps.htm
,LRP011,10.248,Km Post,Muktagacha 13 km,24.7606111,90.3610278,,N309.lrps.htm
,LRP011a,10.43,Culvert,Box Culvert,24.7613889,90.3602778,,N309.lrps.htm
,LRP011b,10.628,Bridge,Bridge start,24.76375,90.3601944,,N309.lrps.htm
,LRP011c,10.673,Bridge,Bridge end,24.7641389,90.36025,,N309.lrps.htm
,LRP011d,10.938,Culvert,Box Culvert,24.7661389,90.35925,,N309.lrps.htm
,LRP012,11.263,Km Post,Muktagacha 12 km,24.7682216,90.3569167,,N309.lrps.htm
,LRP012a,12.154,Culvert,Box culvert,24.7738882,90.3510556,,N309.lrps.htm
,LRP013,12.273,Km Post,Muktagacha 11 km,24.7748882,90.3503333,,N309.lrps.htm
,LRP013a,13.022,Culvert,Slab Culvert,24.7800271,90.3461108,,N309.lrps.htm
,LRP013b,13.139,Culvert,Box Culvert,24.7811104,90.3452497,,N309.lrps.htm
,LRP014,13.293,Km Post,Muktagacha 10 km,24.7822493,90.3442497,,N309.lrps.htm
,LRPE,13.303,Others,"Road End with N401,madhupur-Mymensingh road.",24.7822771,90.3442219,,N309.lrps.htm
,,,,,,,,N309.lrps.htm
,,,,,,,,N309.lrps.htm
