,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from N4 at Madhupur,24.6071667,90.0287493,,N401.lrps.htm
,LRPSa,0.49,Culvert,Box Culvert,24.6108333,90.0311104,,N401.lrps.htm
,LRPSb,0.763,Culvert,Box Culvert,24.6128333,90.0324438,,N401.lrps.htm
,LRP001,1.01,Km Post,Rosulpur 14 km,24.6144722,90.0343052,,N401.lrps.htm
,LRP001a,1.528,Culvert,Box culvert,24.6186382,90.0363886,,N401.lrps.htm
,LRP001b,1.988,Culvert,Box culvert,24.620416,90.040333,,N401.lrps.htm
,LRP002,2.01,Km Post,Km post missing,24.6205271,90.040583,,N401.lrps.htm
,LRP003,3.01,Km Post,Rosulpur 12 km,24.6238327,90.0497774,,N401.lrps.htm
,LRP003a,3.653,Bridge,Bridge start,24.6253604,90.0391663,,N401.lrps.htm
,LRP003b,3.689,Bridge,Bridge end,24.6255271,90.0561389,,N401.lrps.htm
,LRP004,4.01,Km Post,Rosulpur 11 km,24.6270549,90.0588333,,N401.lrps.htm
,LRP005,5.015,Km Post,Rosulpur 10 km,24.6320549,90.067166,,N401.lrps.htm
,LRP006,6.005,Km Post,Rosulpur 9 km,24.6379997,90.0737771,,N401.lrps.htm
,LRP007,7,Km Post,Rosulpur 8 km,24.6459163,90.0784716,,N401.lrps.htm
,LRP008,8.005,Km Post,Rosulpur 7 km,24.6536389,90.0836108,,N401.lrps.htm
,LRP008a,8.99,Culvert,Pipe Culvert,24.6606667,90.0884719,,N401.lrps.htm
,LRP009,9.01,Km Post,Rosulpur 6 km,24.6612778,90.0889441,,N401.lrps.htm
,LRP009a,9.58,Culvert,Pipe Culvert,24.6642778,90.0915274,,N401.lrps.htm
,LRP010,10.01,Km Post,Km post missing,24.6672493,90.0961663,,N401.lrps.htm
,LRP011,11.01,Km Post,Rosulpur 4 km,24.6702216,90.1054444,,N401.lrps.htm
,LRP011a,11.995,Culvert,Box culvert,24.6736938,90.1142222,,N401.lrps.htm
,LRP012,12.01,Km Post,Rosulpur 3 km,24.6738327,90.1144444,,N401.lrps.htm
,LRP013,13.01,Km Post,Rosulpur 2 km,24.6746938,90.1240827,,N401.lrps.htm
,LRP013a,13.103,Culvert,Box culvert,24.6753604,90.1245271,,N401.lrps.htm
,LRP013b,13.403,Culvert,Box culvert,24.6777493,90.1268882,,N401.lrps.htm
,LRP013c,13.796,Culvert,Box culvert,24.6804716,90.1282216,,N401.lrps.htm
,LRP014,14.01,Km Post,Mymensingh 33 km,24.6819993,90.1294438,,N401.lrps.htm
,LRP015,14.97,Km Post,Mymensingh 32 km /Start of Mymensingh Road Division,24.6876941,90.1368886,,N401.lrps.htm
,LRP015,14.97,Km Post,Mymensingh 32 km /Start of Mymensingh Road Division,24.6876941,90.1368886,,N401.lrps.htm
,LRP015a,15.651,Culvert,Box culvert,24.6904163,90.1423886,,N401.lrps.htm
,LRP016,16.095,Km Post,Mymensingh 31 km,24.6928052,90.1451663,,N401.lrps.htm
,LRP016a,16.114,Culvert,Box culvert,24.6933886,90.1456108,,N401.lrps.htm
,LRP017,17.005,Km Post,Km post missing,24.6999163,90.1502222,,N401.lrps.htm
,LRP017a,17.022,Bridge,Bridge start,24.6999719,90.1503889,,N401.lrps.htm
,LRP017b,17.062,Bridge,Bridge end,24.7001111,90.1507222,,N401.lrps.htm
,LRP017c,17.694,Culvert,Box culvert,24.7045278,90.1545278,,N401.lrps.htm
,LRP018,18.035,Km Post,Mymensingh 29 km,24.7070278,90.1568056,,N401.lrps.htm
,LRP018a,18.353,Culvert,Box culvert,24.7092222,90.1592222,,N401.lrps.htm
,LRP019,19.03,Km Post,Mymensingh 28 km,24.7129722,90.1641111,,N401.lrps.htm
,LRP019a,19.344,Culvert,Box culvert,24.7146111,90.1666389,,N401.lrps.htm
,LRP020,19.92,Km Post,Mymensingh 27 km,24.7168049,90.1717216,,N401.lrps.htm
,LRP020a,20.635,Culvert,Box culvert,24.7195549,90.1781382,,N401.lrps.htm
,LRP021,21,Km Post,Mymensingh 26 km,24.7217216,90.1809993,,N401.lrps.htm
,LRP021a,21.597,Culvert,Box culvert,24.7257771,90.184833,,N401.lrps.htm
,LRP022,21.98,Km Post,Mymensingh 25 km,24.7286104,90.1870274,,N401.lrps.htm
,LRP022a,22.522,Culvert,Box culvert,24.7316938,90.1911386,,N401.lrps.htm
,LRP023,22.99,Km Post,Mymensingh 24 km,24.7341941,90.1948886,,N401.lrps.htm
,LRP023a,23.451,Culvert,Box culvert,24.7366386,90.1984997,,N401.lrps.htm
,LRP023b,23.82,Culvert,Box culvert,24.7387497,90.2008611,,N401.lrps.htm
,LRP023c,23.99,Culvert,Box culvert,24.7401386,90.2017222,,N401.lrps.htm
,LRP024,23.995,Km Post,Mymensingh 24 km,24.7401386,90.20175,,N401.lrps.htm
,LRP024a,24.22,Bridge,Bridge start,24.7419441,90.2026944,,N401.lrps.htm
,LRP024b,24.23,Bridge,Bridge end,24.7420274,90.2027222,,N401.lrps.htm
,LRP025,24.995,Km Post,Mymensingh 22 km,24.7474719,90.2073333,,N401.lrps.htm
,LRP025a,25.176,Culvert,Box culvert,24.748583,90.2086111,,N401.lrps.htm
,LRP026,25.99,Km Post,Dhaka 145 km,24.7526667,90.21525,,N401.lrps.htm
,LRP026a,26.122,Culvert,Box culvert,24.7533333,90.2163056,,N401.lrps.htm
,LRP027,27,Km Post,Mymensingh 20 km,24.7561111,90.224416,,N401.lrps.htm
,LRP027a,27.101,Culvert,Box culvert,24.75775,90.2253604,,N401.lrps.htm
,LRP027b,27.61,Culvert,Box culvert,24.7580278,90.2299993,,N401.lrps.htm
,LRP028,27.99,Km Post,Mymensingh 19 km,24.7599444,90.2329438,,N401.lrps.htm
,LRP028a,28.177,"Side Road, Left",Z4101(Jamalpur-Muktagacha road),24.76075,90.234583,,N401.lrps.htm
,LRP029,29.02,Km Post,Mymensingh 18 km,24.7621667,90.242833,,N401.lrps.htm
,LRP030,30.015,Km Post,Dhaka 137 km,24.7639444,90.2524444,,N401.lrps.htm
,LRP030a,30.289,"Turn off, Left",Z4104 to Piairpur bazar,24.7644444,90.2561111,,N401.lrps.htm
,LRP030b,30.406,"Side Road, Right","Z4105,(Muktagacha-Fulbaria road)",24.7646389,90.2561944,,N401.lrps.htm
