,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start from N8 at Amtali Medical more,Barishal",22.685583,90.3568056,,N809.lrps.htm
,LRPSa,0.26,Culvert,Box culvert,22.6846663,90.3589444,,N809.lrps.htm
,LRP001,1,Km Post,Km post missing,22.6871663,90.3655833,,N809.lrps.htm
,LRP001a,1.06,Culvert,Box culvert,22.6873886,90.3661111,,N809.lrps.htm
,LRP001b,1.389,Culvert,Box culvert,22.6897497,90.3679716,,N809.lrps.htm
,LRP002,2,Km Post,Km post missing,22.6938608,90.3704438,,N809.lrps.htm
,LRP002a,2.49,Culvert,Box culvert,22.6985552,90.3730271,,N809.lrps.htm
,LRP002b,2.77,Ferry-ghat Start,Ferry Ghat start,22.6979441,90.3744438,,N809.lrps.htm
,LRP003,3,Km Post,Within River,0,0,,N809.lrps.htm
,LRP003a,3.18,Ferry-ghat End,Ferry Ghat end,22.6976108,90.3784716,,N809.lrps.htm
,LRP004,4,Km Post,Km post missing,22.6929997,90.3838886,,N809.lrps.htm
,LRP004a,4.014,Culvert,Box culvert,22.6929441,90.384083,,N809.lrps.htm
,LRP004b,4.61,Culvert,Box culvert,22.7064444,90.3886386,,N809.lrps.htm
,LRP005,5,Km Post,Km post missing,22.6881108,90.391833,,N809.lrps.htm
,LRP005a,5.3,"Side Road, Right",Right Z8044,22.6869441,90.3945552,,N809.lrps.htm
,LRP006,6,Km Post,Km post missing,22.6897219,90.4005278,,N809.lrps.htm
,LRP006a,6.108,Culvert,Box culvert,22.690333,90.40125,,N809.lrps.htm
,LRP006b,6.274,Culvert,Box culvert,22.6913886,90.4023611,,N809.lrps.htm
,LRP007,7,Km Post,Information missing,22.6965274,90.4064444,,N809.lrps.htm
,LRP007a,7.932,Culvert,Box culvert,22.7035,90.4110278,,N809.lrps.htm
,LRP008,8,Km Post,Km post missing,22.70325,90.4116667,,N809.lrps.htm
,LRP008a,8.396,Culvert,Box culvert,22.7026667,90.4154167,,N809.lrps.htm
,LRP008b,8.88,Bridge,Start of bridge,22.7020833,90.4200549,,N809.lrps.htm
,LRP008c,8.892,Bridge,End of bridge,22.7020833,90.4201938,,N809.lrps.htm
,LRP009,9,Km Post,Km post missing,22.7021944,90.4211104,,N809.lrps.htm
,LRP009a,9.795,Culvert,Box culvert,22.7039722,90.4283327,,N809.lrps.htm
