,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start of road Infront of Padma CNG Station ,Dholaipur,Jatrabari ,Dhaka.",23.7021389,90.4353608,,N8.lrps.htm
,LRP001,1,Km Post,Km post missing,24.6936386,90.4344163,,N8.lrps.htm
,LRP001a,1.001,Rail Road Crossing,Rail road crossing,23.6934997,90.4344163,,N8.lrps.htm
,LRP001b,1.275,"Side Road, Left",R-810 to Narayanganj,23.6919719,90.432416,,N8.lrps.htm
,LRP001c,1.276,Others,Start of Munshigonj road Division,23.6919719,90.432416,,N8.lrps.htm
,LRP001c,1.276,Others,Start of Munshigonj road Division,23.6919719,90.432416,,N8.lrps.htm
,LRP001d,1.515,Culvert,Under pass,23.6905552,90.4308327,,N8.lrps.htm
,LRP001e,1.54,Culvert,Box Culvert,23.6903608,90.4306382,,N8.lrps.htm
,LRP001f,1.733,Bridge,Start of Bridge,23.6891941,90.4293882,,N8.lrps.htm
,LRP002,2,Km Post,Km post missing,23.687583,90.4274993,,N8.lrps.htm
,LRP002a,2.572,Bridge,End of Bridge,23.6839441,90.4234438,,N8.lrps.htm
,LRP003,3.167,Km Post,Maowa 31 km,23.6826104,90.418166,,N8.lrps.htm
,LRP004,4.167,Km Post,Km post missing,23.6784993,90.4098889,,N8.lrps.htm
,LRP004a,4.289,Culvert,Box Culvert,23.6777771,90.409,,N8.lrps.htm
,LRP004b,4.536,Culvert,Box Culvert,23.6763604,90.4071667,,N8.lrps.htm
,LRP004c,4.748,"Side Road, Right",N802,23.6749438,90.40525,,N8.lrps.htm
,LRP004d,4.863,Culvert,Box Culvert,23.6744438,90.40475,,N8.lrps.htm
,LRP005,5.168,Km Post,Maowa 29 km,23.6726104,90.4023611,,N8.lrps.htm
,LRP005a,5.383,Culvert,Box Culvert,23.6713327,90.4006944,,N8.lrps.htm
,LRP005b,6.153,Culvert,Box Culvert,23.6668327,90.3950274,,N8.lrps.htm
,LRP006,6.168,Km Post,Km post missing,23.6667493,90.3949441,,N8.lrps.htm
,LRP006a,6.932,Bridge,Start of Baily Bridge,23.6630278,90.3887497,,N8.lrps.htm
,LRP006b,7.005,Bridge,End of Baily Bridge,23.6629444,90.388083,,N8.lrps.htm
