,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road from R 140 at Lalmai.,23.3565,91.1468052,,R141.lrps.htm
,LRPSa,0.218,Culvert,Box Culvert,23.3545833,91.1469163,,R141.lrps.htm
,LRP001,1,Km Post,Km post missing,23.3476108,91.1469997,,R141.lrps.htm
,LRP001a,1.076,Bridge,Bridge start,23.3469441,91.147083,,R141.lrps.htm
,LRP001b,1.114,Bridge,Bridge end,23.3466108,91.1471108,,R141.lrps.htm
,LRP001c,1.975,"Side Road, Right",Z 1049 on right,23.3401108,91.1464719,,R141.lrps.htm
,LRP001d,1.983,Bridge,Bridge start,23.3389163,91.1464441,,R141.lrps.htm
,LRP002,2,Km Post,Km post missing,23.3387219,91.146333,,R141.lrps.htm
,LRP002a,2.014,Bridge,Bridge end,23.3386386,91.146333,,R141.lrps.htm
,LRP002b,2.274,"Side Road, Left",To Bargodda,23.3366663,91.1450552,,R141.lrps.htm
,LRP003,3,Km Post,Km post missing,23.3306382,91.1429719,,R141.lrps.htm
,LRP003a,3.362,Culvert,Box Culvert,23.3276104,91.1416663,,R141.lrps.htm
,LRP004,4,Km Post,Km post missing,23.3224993,91.1389163,,R141.lrps.htm
,LRP004a,4.535,Culvert,Box Culvert,23.3181382,91.1367774,,R141.lrps.htm
,LRP005,5,Km Post,Km post missing,23.3141389,91.1351663,,R141.lrps.htm
,LRP006,6,Km Post,Km post missing,23.3058611,91.1315549,,R141.lrps.htm
,LRP006a,6.092,Culvert,Box Culvert,23.3050833,91.1313882,,R141.lrps.htm
,LRP007,7,Km Post,Km post missing,23.2971108,91.1297216,,R141.lrps.htm
,LRP008,8,Km Post,Km post missing,23.2883052,91.117916,,R141.lrps.htm
,LRP009,9,Km Post,Km post missing,23.2796104,91.1253604,,R141.lrps.htm
,LRP009a,9.828,Culvert,Box Culvert,23.2723327,91.1243882,,R141.lrps.htm
,LRP010,10.039,Km Post,Maisdee 44 km Lakshom 4 km,23.2704438,91.1244716,,R141.lrps.htm
,LRP010a,10.729,Culvert,Box Culvert,23.2646389,91.1235549,,R141.lrps.htm
,LRP010b,10.793,"Side Road, Right",Road to Muddfanganj Z 1414,23.2641667,91.1232493,,R141.lrps.htm
