,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start from N1 at after Ramu Hospital.,21.4433608,92.1014722,,N109.lrps.htm
,LRPSa,0.125,Bridge,Bridge start,21.4423052,92.1019167,,N109.lrps.htm
,LRPSb,0.175,Bridge,Bridge end,21.4418886,92.1019444,,N109.lrps.htm
,LRPSc,0.305,Bridge,Bridge start,21.4407774,92.1022778,,N109.lrps.htm
,LRPSd,0.328,Bridge,Bridge end,21.440583,92.1018056,,N109.lrps.htm
,LRPSe,0.921,Culvert,Box culvert,21.4352774,92.103,,N109.lrps.htm
,LRP001,0.945,Km Post,Info.Missing,21.435083,92.1030278,,N109.lrps.htm
,LRP001a,1.585,"Side Road, Left","Z1009 ,Ramu-Maricha road",21.4295271,92.1041667,,N109.lrps.htm
,LRP001b,1.78,Culvert,Box Culvert,21.4292216,92.102,,N109.lrps.htm
,LRP002,1.945,Km Post,Km post missing,21.4290271,92.1006111,,N109.lrps.htm
,LRP002a,2.32,Culvert,Box culvert,21.4286382,92.0971108,,N109.lrps.htm
,LRPE,2.51,Others,Road end with Khalekuzzaman Chattar at N1.,21.4284716,92.0953052,,N109.lrps.htm
,,,,,,,,N109.lrps.htm
,,,,,,,,N109.lrps.htm
