,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,"Start at Kawok more intersection at N5, Ullapara ,Sirajganj.",24.3049167,89.5652222,,N520.lrps.htm
,LRP001,0.065,Km Post,"Bogra 69 km, Sirajganj 33 km",24.3055278,89.5653611,,N520.lrps.htm
,LRP001a,0.727,Bridge,R.CC Bridge start,24.3103611,89.5688327,,N520.lrps.htm
,LRP001b,0.767,Bridge,R.C.c Bridge end,24.3106667,89.5686382,,N520.lrps.htm
,LRP001c,0.798,Culvert,Over pass start,24.3108889,89.5684716,,N520.lrps.htm
,LRP001d,0.806,Culvert,Over pass end,24.3109722,89.5684438,,N520.lrps.htm
,LRP002,1.065,Km Post,Km post missing,24.3125833,89.5683604,,N520.lrps.htm
,LRP003,2.065,Km Post,Km post missing,24.3213327,89.5661111,,N520.lrps.htm
,LRPE,2.601,Others,"End at srikola more and intersection N5, Ullapara, Sirajganj.",24.3246104,89.5627778,,N520.lrps.htm
,,,,,,,,N520.lrps.htm
,,,,,,,,N520.lrps.htm
