,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road Akhaura Town by pass,23.8778327,91.2079167,,R120.lrps.htm
,LRPSa,0.055,Culvert,Pipe Culvert,23.8774993,91.2081389,,R120.lrps.htm
,LRPSb,0.097,Rail Road Crossing,Rail Road Crossing,23.8771382,91.2082778,,R120.lrps.htm
,LRPSc,0.25,Culvert,Box Culvert,23.8758604,91.2087778,,R120.lrps.htm
,LRP001,0.5,Km Post,Akhaura Town 1 km,23.8730827,91.2096111,,R120.lrps.htm
,LRP001a,0.66,Culvert,Pipe Culvert,23.8730827,91.2108333,,R120.lrps.htm
,LRP001b,1.41,Culvert,Box Culvert,23.869416,91.2148889,,R120.lrps.htm
,LRP002,1.5,Km Post,Damage Km post missing,23.8672771,91.2160833,,R120.lrps.htm
,LRP002a,1.546,Culvert,Pipe Culvert,23.8668882,91.2160833,,R120.lrps.htm
,LRP002b,1.77,Culvert,Pipe Culvert,23.8664444,91.2169438,,R120.lrps.htm
,LRP002c,2.05,Culvert,Pipe Culvert,23.8628056,91.2178604,,R120.lrps.htm
,LRPE,2.2,Others,End of Road at Akhaura College Road,23.8612222,91.2183882,,R120.lrps.htm
,,,,,,,,R120.lrps.htm
,,,,,,,,R120.lrps.htm
