,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start at Alipur intersection of Z 7602 & N 715,22.6887219,89.0328882,,N715.lrps.htm
,LRPSa,0.25,Culvert,Box Culvert,22.6882774,89.0306938,,N715.lrps.htm
,LRPSb,0.8,Culvert,Box Culvert,22.6874997,89.0254716,,N715.lrps.htm
,LRPSc,0.966,Culvert,Box Culvert,22.6872774,89.0238882,,N715.lrps.htm
,LRP001,1,Km Post,Km post missing,22.6872497,89.0235827,,N715.lrps.htm
,LRP001a,1.603,Culvert,Box Culvert,22.6860274,89.0179438,,N715.lrps.htm
,LRP002,2.027,Km Post,Km post Broken,22.6849997,89.014,,N715.lrps.htm
,LRP002a,2.238,Culvert,Box Culvert,22.6844719,89.0120278,,N715.lrps.htm
,LRP002b,2.256,Culvert,Box Culvert,22.6844163,89.0118611,,N715.lrps.htm
,LRP002c,2.67,Culvert,Box Culvert,22.6833886,89.008,,N715.lrps.htm
,LRP003,3.025,Km Post,Info missing,22.6825271,89.0047222,,N715.lrps.htm
,LRP003a,3.625,Culvert,Box Culvert,22.6809438,88.9988608,,N715.lrps.htm
,LRP004,4.025,Km Post,Km post missing,22.679916,88.9953052,,N715.lrps.htm
,LRP004a,4.761,Culvert,Box Culvert,22.6777216,88.9886108,,N715.lrps.htm
,LRP005,5.025,Km Post,Km post missing,22.676916,88.9860552,,N715.lrps.htm
,LRP005a,5.177,Culvert,Box Culvert,22.6764993,88.9847219,,N715.lrps.htm
,LRP005b,5.334,Bridge,R C C Bridge,22.6761104,88.9832771,,N715.lrps.htm
,LRP005c,5.361,Bridge,R C C Bridge,22.6760549,88.9830549,,N715.lrps.htm
,LRP005d,5.706,Culvert,Box Culvert,22.6749716,88.9799438,,N715.lrps.htm
,LRP006,6.025,Km Post,Km post missing,22.6740271,88.9769993,,N715.lrps.htm
,LRP006a,6.109,Culvert,Box Culvert,22.6737493,88.9763049,,N715.lrps.htm
,LRP006b,6.722,Culvert,Box Culvert,22.6803049,88.970666,,N715.lrps.htm
,LRP007,7.025,Km Post,Km post missing,22.6711938,88.9678604,,N715.lrps.htm
,LRP007a,7.142,Culvert,Box Culvert,22.6709438,88.9667771,,N715.lrps.htm
,LRP007b,7.994,Culvert,Box Culvert,22.6709438,88.95875,,N715.lrps.htm
,LRP008,8.025,Km Post,Km post missing,22.669166,88.9583889,,N715.lrps.htm
,LRP009,9.015,Km Post,Km post missing,22.6693882,88.9653333,,N715.lrps.htm
,LRPE,9.225,Others,End at Border Bhomra,22.669416,88.9468608,,N715.lrps.htm
,,,,,,,,N715.lrps.htm
,,,,,,,,N715.lrps.htm
