,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N102 at Kuatali.,23.9570278,91.1155278,,N103.lrps.htm
,LRP001,0.639,Km Post,"Brahmanbaria 1 km,Sylhet 179 km",23.9619167,91.1136111,,N103.lrps.htm
,LRP001a,1.31,Rail Road Crossing,Rail Road Crossing,23.967666,91.1118889,,N103.lrps.htm
,LRP002,1.639,Km Post,Km Post Missing,23.9706104,91.1115833,,N103.lrps.htm
,LRP002a,1.915,Bridge,Bridge start,23.9730271,91.1113611,,N103.lrps.htm
,LRP002b,1.943,Bridge,Bridge end,23.9732216,91.11125,,N103.lrps.htm
,LRP003,2.639,Km Post,Km post missing,23.9789716,91.1110278,,N103.lrps.htm
,LRP003a,3.093,Culvert,Box culvert,23.9828327,91.1115,,N103.lrps.htm
,LRP004,3.639,Km Post,Km post missing,23.9873608,91.1124722,,N103.lrps.htm
,LRP004a,3.651,Culvert,Box culvert,23.9874163,91.1124444,,N103.lrps.htm
,LRP005,4.639,Km Post,Km post missing,23.9956663,91.1093333,,N103.lrps.htm
,LRPE,4.779,Others,Intersection with N102 at Ghaturia.,23.9968886,91.1092778,,N103.lrps.htm
,,,,,,,,N103.lrps.htm
,,,,,,,,N103.lrps.htm
