,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start at Namjghar round Infront at Rupali Bank.,24.8545,89.3675827,,R545.lrps.htm
,LRP001,1,Km Post,Km post missing,24.8553889,89.3579444,,R545.lrps.htm
,LRP001a,1.317,Culvert,Box Culvert,24.8557778,89.3548611,,R545.lrps.htm
,LRP001b,1.812,Culvert,Box Culvert,24.8581944,89.35075,,R545.lrps.htm
,LRP001c,1.84,Cross Road,Char matha mora (N5),24.8583611,89.3504444,,R545.lrps.htm
,LRP002,2,Km Post,Km post missing,24.8591944,89.3491941,,R545.lrps.htm
,LRP002a,2.014,Culvert,Box culvert,24.85925,89.349083,,R545.lrps.htm
,LRP003,2.87,Km Post,Santahar 40 km,24.8613611,89.3412219,,R545.lrps.htm
,LRP003a,3.705,Culvert,Box Culvert,24.8611944,89.332666,,R545.lrps.htm
,LRP004,3.87,Km Post,Km post missing,24.8611944,89.3308882,,R545.lrps.htm
,LRP004a,4.475,Culvert,Box Culvert,24.8610833,89.3249438,,R545.lrps.htm
,LRP005,4.83,Km Post,Rajshahi 124 km,24.8610833,89.3214438,,R545.lrps.htm
,LRP005a,5.435,Culvert,Box Culvert,24.8608889,89.3155278,,R545.lrps.htm
,LRP006,5.845,Km Post,Kahalu 9 km,24.8606944,89.3115556,,R545.lrps.htm
,LRP007,6.845,Km Post,Km post missing,24.8614444,89.3015833,,R545.lrps.htm
,LRP008,7.86,Km Post,Rajshahi 121 km,24.8616389,89.291833,,R545.lrps.htm
,LRP008a,8.356,Culvert,Box Culvert,24.8618333,89.2868608,,R545.lrps.htm
,LRP009,8.86,Km Post,Km post missing,24.8617778,89.2813049,,R545.lrps.htm
,LRP009a,9.29,Culvert,Box Culvert,24.8618333,89.2776938,,R545.lrps.htm
,LRP010,9.86,Km Post,Naogaon 37 km,24.8616944,89.2720271,,R545.lrps.htm
,LRP010a,10.34,Culvert,Box culvert,24.8613056,89.2670271,,R545.lrps.htm
,LRP010b,10.48,"Side Road, Left",Road to Kahalu (Z5053),24.8611111,89.2658333,,R545.lrps.htm
,LRP010c,10.83,Culvert,Box Culvert,24.8614444,89.2626111,,R545.lrps.htm
,LRP011,10.865,Km Post,Km post broken,24.8615278,89.2621944,,R545.lrps.htm
,LRP011a,11.015,Culvert,Box Culvert,24.8617222,89.2608889,,R545.lrps.htm
,LRP011b,11.455,Culvert,Box Culvert,24.8625,89.2566111,,R545.lrps.htm
,LRP011c,11.76,Culvert,Box Culvert,24.8630833,89.2536944,,R545.lrps.htm
,LRP012,11.865,Km Post,Santahar 26 km,24.8633056,89.2525278,,R545.lrps.htm
,LRP013,12.87,Km Post,Rajshahi 115 km,24.8653889,89.2428886,,R545.lrps.htm
,LRP013a,13.583,Culvert,Box Culvert,24.8676104,89.2363052,,R545.lrps.htm
,LRP014,13.87,Km Post,Adamdighi 22 km,24.8677216,89.2334997,,R545.lrps.htm
,LRP014a,13.925,Culvert,Box Culvert,24.8677771,89.2330271,,R545.lrps.htm
,LRP014b,14.405,Culvert,Box Culvert,24.8679993,89.2283049,,R545.lrps.htm
,LRP014c,14.735,Culvert,Box Culvert,24.8692216,89.2254716,,R545.lrps.htm
,LRP015,14.885,Km Post,Naogaon 32 km,24.8698882,89.2240549,,R545.lrps.htm
,LRP016,15.9,Km Post,Rajshahi 113 km,24.8689716,89.21475,,R545.lrps.htm
,LRP016a,15.953,Culvert,Box Culvert,24.8688049,89.2142778,,R545.lrps.htm
,LRP016b,16.455,Culvert,Box Culvert,24.867416,89.2095,,R545.lrps.htm
,LRP017,16.9,Km Post,Santahar 21 km,24.8677216,89.2051667,,R545.lrps.htm
,LRP017a,17.075,Culvert,Box Culvert,24.8680549,89.2035833,,R545.lrps.htm
,LRP017b,17.225,Culvert,Box Culvert,24.8683604,89.2022222,,R545.lrps.htm
,LRP018,17.91,Km Post,Naogaon 30 km,24.8709716,89.1959719,,R545.lrps.htm
,LRP018a,18.225,Culvert,Box Culvert,24.872416,89.1932497,,R545.lrps.htm
,LRP019,18.915,Km Post,Santahar 18 km,24.8754993,89.1874441,,R545.lrps.htm
,LRP019a,19.385,Bridge,Bridge start,24.8773882,89.183833,,R545.lrps.htm
,LRP019b,19.447,Bridge,Bridge end,24.8776938,89.1832771,,R545.lrps.htm
,LRP020,19.915,Km Post,Km post missing,24.8782771,89.178916,,R545.lrps.htm
,LRP020a,20.56,Culvert,Box Culvert,24.8763882,89.1734993,,R545.lrps.htm
,LRP020b,20.59,Cross Road,Intersection with Z5202,24.8758327,89.1730549,,R545.lrps.htm
,LRP021,20.92,Km Post,Info missing,24.8735271,89.1708049,,R545.lrps.htm
,LRP021a,21.55,Culvert,Box Culvert,24.8692771,89.1667216,,R545.lrps.htm
,LRP022,21.91,Km Post,Info missing,24.8676938,89.1636111,,R545.lrps.htm
,LRP023,22.91,Km Post,Info missing,24.8633611,89.155,,R545.lrps.htm
,LRP023a,23.455,Culvert,Box Culvert,24.8609167,89.15025,,R545.lrps.htm
,LRP024,23.91,Km Post,Km post missing,24.8588611,89.1462774,,R545.lrps.htm
,LRP025,24.91,Km Post,Km post missing,24.8549444,89.1373886,,R545.lrps.htm
,LRP026,25.91,Km Post,Info missing,24.8510833,89.1286104,,R545.lrps.htm
,LRP026a,26.545,Bridge,Bridge start,24.8485274,89.1229438,,R545.lrps.htm
,LRP026b,26.563,Bridge,Bridge end,24.8484441,89.1227216,,R545.lrps.htm
,LRP027,26.897,Km Post,Info missing,24.8471386,89.1198327,,R545.lrps.htm
,LRP027a,27.665,Culvert,Slab Culvert,24.8441108,89.1128333,,R545.lrps.htm
,LRP028,27.895,Km Post,Info missing,24.8431663,89.1108056,,R545.lrps.htm
,LRP028a,28.78,Culvert,Box Culvert,24.8406941,89.1027222,,R545.lrps.htm
,LRP029,28.895,Km Post,Km post missing,24.8403608,89.1016389,,R545.lrps.htm
,LRP029a,29.665,Culvert,Box Culvert,24.8384163,89.0943886,,R545.lrps.htm
,LRP030,29.895,Km Post,Km post missing,24.837833,89.0923608,,R545.lrps.htm
,LRP030a,30.395,Culvert,Box Culvert,24.836583,89.0876663,,R545.lrps.htm
