Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic,source_file
,,LRP,Offset,Chainage,LRP,Offset,Chainage,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),N120.traffic.htm
N120-1,Alekhar Char(int.with N1)-Chapapur(int.with Z1052),LRPS,0,0,LRPS,9340,9.34,9.340,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120.traffic.htm
N120-2,Chapapur(int.with Z1052)- Suagazi(int.with N1),LRPS,9340,9.34,LRPS,17790,17.79,8.450,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120.traffic.htm
N120-3,Suagazi (int.with N1)-Lalbag More (int.with N1),LRPS,17790,17.79,LRPE,0,20.94,3.150,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,N120.traffic.htm
,,,,,,,,,,,,,,,,,,,,,,,,,,N120.traffic.htm
*  Traffic survey was not done on the link. It was assumed that the traffic will be equivalent to that of another link. Please click on the AADT figure to view the referenced link.  Traffic survey is done once in a year. This information was last updated in the year,,,,,,,,,,,,,,,,,,,,,,,,,,N120.traffic.htm
