,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start at Bhatiapara intersect N805,23.2135833,89.7100556,,N806.lrps.htm
,LRP001,1,Km Post,Km post missing,23.2082778,89.7032222,,N806.lrps.htm
,LRP001a,1.698,Culvert,Box Culvert,23.2044444,89.6983886,,N806.lrps.htm
,LRP002,2,Km Post,Km post missing,23.2016111,89.6977497,,N806.lrps.htm
,LRP002a,2.925,Others,End of Pucca Road,23.1949163,89.694083,,N806.lrps.htm
,LRP002b,2.99,Others,Kalna ferry ghat start,23.1948886,89.6934719,,N806.lrps.htm
,LRP003,3,Km Post,Within River,0,0,,N806.lrps.htm
,LRP003a,3.427,Others,Kalna ferry ghat end,23.1943052,89.6893886,,N806.lrps.htm
,LRP003b,3.64,Others,Start of Narail Road Division,23.1949997,89.6874997,,N806.lrps.htm
,LRP003b,3.64,Others,Start of Narail Road Division,23.1949997,89.6874997,,N806.lrps.htm
,LRP003c,4.062,Culvert,Box culvert,23.1953608,89.6833886,,N806.lrps.htm
,LRP004,4.625,Km Post,Narail 18 km,23.1957774,89.677916,,N806.lrps.htm
,LRP004a,5.016,Culvert,Box Culvert,23.1950274,89.6742216,,N806.lrps.htm
,LRP004b,5.521,Culvert,Box Culvert,23.1933052,89.669666,,N806.lrps.htm
,LRP005,5.625,Km Post,Narail 17,23.1929997,89.6687493,,N806.lrps.htm
,LRP005a,6.232,Culvert,Box Culvert,23.1917497,89.6129444,,N806.lrps.htm
,LRP006,6.625,Km Post,Narail 16 km,23.1917497,89.65925,,N806.lrps.htm
,LRP006a,7.322,Culvert,Box Culvert,23.1852774,89.6566389,,N806.lrps.htm
,LRP007,7.656,Km Post,Narail 15 km,23.183583,89.6539444,,N806.lrps.htm
,LRP007a,7.752,Bridge,Start of lohagara Bridge,23.1831382,89.6531389,,N806.lrps.htm
,LRP007b,7.877,Bridge,End of Lohagara Bridge,23.1826382,89.6520556,,N806.lrps.htm
,LRP007c,8.369,"Side Road, Left",Z7503 to Naraghati,23.1809993,89.6476941,,N806.lrps.htm
,LRP007d,8.647,Culvert,Box Culvert,23.1809716,89.6450274,,N806.lrps.htm
,LRP008,8.709,Km Post,Km post broken,23.1810271,89.6111944,,N806.lrps.htm
,LRP008a,9.416,Culvert,Box Culvert,23.1819438,89.6044722,,N806.lrps.htm
,LRP009,9.709,Km Post,"Narail 13 km ,Khulna 107 km",23.1823604,89.6017778,,N806.lrps.htm
,LRP010,10.719,Km Post,Narail 12 km,23.1837497,89.6253049,,N806.lrps.htm
,LRP010a,10.739,Culvert,Box Culvert,23.1837497,89.625166,,N806.lrps.htm
,LRP010b,11.162,Culvert,Box Culvert,23.1842774,89.6210827,,N806.lrps.htm
,LRP011,11.724,Km Post,Narail 11 km,23.1845274,89.6156667,,N806.lrps.htm
,LRP011a,12.014,Culvert,Box Culvert,23.1843886,89.6128333,,N806.lrps.htm
,LRP012,12.769,Km Post,Narail 10 km,23.1840552,89.6052778,,N806.lrps.htm
,LRP013,13.729,Km Post,Narail 9 km,23.1836386,89.5963052,,N806.lrps.htm
,LRP014,14.759,Km Post,Narail 8 km,23.1831938,89.5864163,,N806.lrps.htm
,LRP015,15.759,Km Post,"Narail 7 km, Khulna 101 km",23.1826382,89.5766382,,N806.lrps.htm
,LRP015a,15.839,Culvert,Box Culvert,23.1826104,89.5758882,,N806.lrps.htm
,LRP015b,16.067,Culvert,Box Culvert,23.1822493,89.5736382,,N806.lrps.htm
,LRP015c,16.629,Culvert,Box Culvert,23.1819993,89.568166,,N806.lrps.htm
,LRP016,16.759,Km Post,Narail 6 km,23.1818327,89.5669716,,N806.lrps.htm
,LRP016a,17.256,Culvert,Box Culvert,23.1814993,89.5662222,,N806.lrps.htm
,LRP016b,17.263,Culvert,Box Culvert,23.1807493,89.5621389,,N806.lrps.htm
,LRP016c,17.609,Bridge,Bridge start,23.1801382,89.5589167,,N806.lrps.htm
,LRP016d,17.629,Bridge,Bridge end,23.1801104,89.5586944,,N806.lrps.htm
,LRP017,17.769,Km Post,Narail 5 km,23.1798049,89.5574167,,N806.lrps.htm
,LRP017a,17.972,Culvert,Box Culvert,23.1794716,89.5555556,,N806.lrps.htm
,LRP017b,18.427,Culvert,Box Culvert,23.1794438,89.5511111,,N806.lrps.htm
,LRP017c,18.616,Culvert,Box Culvert,23.1796104,89.5492497,,N806.lrps.htm
,LRP018,18.769,Km Post,"Narail 4 km,Banapole 78 km",23.1797771,89.5477774,,N806.lrps.htm
,LRP019,19.769,Km Post,"Narail 3 km, Kushtia 127 km",23.178416,89.5383052,,N806.lrps.htm
,LRP019a,20.219,Culvert,Box Culvert,23.1766382,89.5344441,,N806.lrps.htm
,LRP019b,20.238,Culvert,Box Culvert,23.1766382,89.5342774,,N806.lrps.htm
,LRP020,20.769,Km Post,Km post missing,23.1759716,89.5309993,,N806.lrps.htm
,LRP020a,20.982,Culvert,Box Culvert,23.1752216,89.5273327,,N806.lrps.htm
,LRP020b,21.235,"Side Road, Left","Z-7505,Narail Town By pass.Simakhali more",23.1740827,89.524916,,N806.lrps.htm
,LRP020c,21.537,Culvert,Box Culvert,23.1727771,89.5224993,,N806.lrps.htm
,LRP021,21.769,Km Post,Km post missing,23.1724716,89.5219438,,N806.lrps.htm
,LRP021a,22.579,Bridge,Bridge start under constraction,23.1692771,89.5138056,,N806.lrps.htm
,LRP021b,22.704,Bridge,Bridge end (Under Constraction,23.1698604,89.5126944,,N806.lrps.htm
,LRP022,22.769,Km Post,Km post missing,23.1703882,89.5123611,,N806.lrps.htm
,LRP022a,23.232,Culvert,Box Culvert,23.1715271,89.50875,,N806.lrps.htm
,LRP023,23.769,Km Post,Km post missing,23.1731382,89.5055556,,N806.lrps.htm
,LRP023a,24.159,"Side Road, Right",R 720 Magura Road,23.1733327,89.5003889,,N806.lrps.htm
,LRP024,24.769,Km Post,Km post missing,23.1693604,89.4998886,,N806.lrps.htm
,LRP024a,25.373,"Side Road, Left",Z7030 Road to Fultala,23.1656111,89.497083,,N806.lrps.htm
,LRP025,25.639,Km Post,Jessore 31 km banapole 71 km,23.1658333,89.4929719,,N806.lrps.htm
,LRP025a,26.089,Bridge,Bridge start,23.1655278,89.4884997,,N806.lrps.htm
,LRP025b,26.119,Bridge,Bridge end,23.1655,89.4882219,,N806.lrps.htm
,LRP026,26.649,Km Post,Jessore 30 km Dholga 12 km,23.1650833,89.4830827,,N806.lrps.htm
,LRP026a,26.879,Bridge,Bridge start,23.1649167,89.480916,,N806.lrps.htm
,LRP026b,26.899,Bridge,Bridge end,23.1648889,89.4807216,,N806.lrps.htm
,LRP027,27.659,Km Post,Jessore 29 km Khulna 89 km,23.1643056,89.4733882,,N806.lrps.htm
,LRP027a,27.749,Culvert,Box Culvert,23.1642222,89.4723327,,N806.lrps.htm
,LRP027b,28.239,Bridge,Bridge start,23.1584722,89.4676938,,N806.lrps.htm
,LRP027c,28.289,Bridge,Bridge end,23.1638056,89.4669716,,N806.lrps.htm
