,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from R281 At juri,24.5973052,92.1140556,,R282.lrps.htm
,LRPSa,0.044,Bridge,Bridge Start,24.597083,92.11425,,R282.lrps.htm
,LRPSb,0.053,Bridge,Bridge End,24.5969997,92.1143056,,R282.lrps.htm
,LRPSc,0.445,Rail Road Crossing,Rail cross (Over Pass),24.5949997,92.1172493,,R282.lrps.htm
,LRPSd,0.601,"Side Road, Right","Z2823, Juri- Fultala- Kulaura road",24.593583,92.1178327,,R282.lrps.htm
,LRPSe,0.725,Bridge,Bridge Start,24.5929441,92.1183604,,R282.lrps.htm
,LRPSf,0.769,Bridge,Bridge End,24.5928608,92.1187493,,R282.lrps.htm
,LRPSg,0.875,Culvert,Box Culvert,24.5929997,92.1197771,,R282.lrps.htm
,LRP001,1,Km Post,Km post Missing,24.5935552,92.1208604,,R282.lrps.htm
,LRP001a,1.597,Bridge,Bridge Start,24.5907219,92.1255549,,R282.lrps.htm
,LRP001b,1.637,Bridge,Bridge End,24.590583,92.125916,,R282.lrps.htm
,LRP001c,1.916,Bridge,Bridge Start,24.5894719,92.1283327,,R282.lrps.htm
,LRP001d,1.938,Bridge,Bridge End,24.5893886,92.1285271,,R282.lrps.htm
,LRP002,2,Km Post,Km Post Missing,24.5891663,92.129166,,R282.lrps.htm
,LRP002a,2.61,Culvert,Box Culvert,24.5865552,92.1336663,,R282.lrps.htm
,LRP002b,2.909,Bridge,Bridge Start,24.584083,92.1344163,,R282.lrps.htm
,LRP002c,2.945,Bridge,Bridge End,24.5839997,92.1347774,,R282.lrps.htm
,LRP003,3,Km Post,Km post missing,24.5836941,92.1353052,,R282.lrps.htm
,LRP004,4,Km Post,Km post missing,24.5793049,92.1423608,,R282.lrps.htm
,LRP004a,4.494,Bridge,Bridge Start,24.5782493,92.1470274,,R282.lrps.htm
,LRP004b,4.514,Bridge,Bridge End,24.5781938,92.1471663,,R282.lrps.htm
,LRP005,5,Km Post,Km post missing,24.5750271,92.1501944,,R282.lrps.htm
,LRP006,6,Km Post,Km post missing,24.5673604,92.1554167,,R282.lrps.htm
,LRP006a,6.792,Culvert,Box Culvert,24.5617222,92.1593056,,R282.lrps.htm
,LRP007,7,Km Post,Km post missing,24.5603333,92.16025,,R282.lrps.htm
,LRP007a,7.285,Bridge,Bridge start,24.5583056,92.1610278,,R282.lrps.htm
,LRP007b,7.31,Bridge,Bridge End,24.5580833,92.1610278,,R282.lrps.htm
,LRP008,8,Km Post,Km post missing,24.5546111,92.1666389,,R282.lrps.htm
,LRP008a,8.078,Culvert,Box Culvert,24.55425,92.1673049,,R282.lrps.htm
,LRP008b,8.699,Culvert,Box Culvert,24.5530556,92.1729993,,R282.lrps.htm
,LRP009,9,Km Post,Km post missing,24.55225,92.1755271,,R282.lrps.htm
,LRP009a,9.18,Culvert,Pipe Culvert,24.552,92.1775271,,R282.lrps.htm
,LRP009b,9.26,Culvert,Box Culvert,24.5518611,92.1780549,,R282.lrps.htm
