,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start from N 6 at Modern more Rangpur.,25.7095833,89.2610278,,N517.lrps.htm
,LRPSa,0.06,Monument,Sahid Sriti Stombro Arjan Rangpur,25.7100278,89.2608056,,N517.lrps.htm
,LRPSb,0.263,"Side Road, Left",Side road toward N 5,25.7118889,89.2602778,,N517.lrps.htm
,LRPSc,0.27,Others,Dual carriage way start,25.7118889,89.2602778,,N517.lrps.htm
,LRPSd,0.584,Culvert,Box Culvert,25.7143611,89.2613333,,N517.lrps.htm
,LRPSe,0.805,"Side Road, Right",N 506 Karigram road,25.7159722,89.2621667,,N517.lrps.htm
,LRP001,1,Km Post,Km post missing,25.7161111,89.2622222,,N517.lrps.htm
,LRP001a,1.76,Others,Dual carriage way end,25.7230827,89.2577222,,N517.lrps.htm
,LRP002,2,Km Post,Km post missing,25.7240271,89.2560833,,N517.lrps.htm
,LRP002a,2.252,Rail Road Crossing,Rail road Crossing,25.7257216,89.2546944,,N517.lrps.htm
,LRP003,3,Km Post,Km post missing,25.7323882,89.25475,,N517.lrps.htm
,LRP003a,3.019,Culvert,Box Culvert,25.732666,89.25475,,N517.lrps.htm
,LRP003b,3.184,Culvert,Box Culvert,25.7341108,89.2547222,,N517.lrps.htm
,LRP003c,3.88,Others,Shapla Chattar,25.7401663,89.2543611,,N517.lrps.htm
,LRP003d,3.89,Others,Dual carriage way start,25.7401663,89.2543611,,N517.lrps.htm
,LRP004,4,Km Post,Km post missing,25.741083,89.2540556,,N517.lrps.htm
,LRP004a,4.015,Bridge,Bridge start R C C,25.7411663,89.2539722,,N517.lrps.htm
,LRP004b,4.03,Bridge,Bridge end R C C,25.7411941,89.2539444,,N517.lrps.htm
,LRP005,5,Km Post,Km post missing,25.7497497,89.2546667,,N517.lrps.htm
,LRP005a,5.075,"Side Road, Right",Z 5010,25.7503056,89.2545556,,N517.lrps.htm
,LRP005b,5.212,Round About,2 no. Traffic more,25.7515,89.2535278,,N517.lrps.htm
,LRP005c,5.33,Culvert,Slab Culvert,25.7523889,89.2531944,,N517.lrps.htm
,LRP005d,5.64,Culvert,Slab Culvert,25.7535,89.2507222,,N517.lrps.htm
,LRP005e,5.8,"Side Road, Right",Z 5019,25.7540278,89.2488886,,N517.lrps.htm
,LRP006,6,Km Post,Km post missing,25.7544167,89.247333,,N517.lrps.htm
,LRP006a,6.25,Culvert,Slab Culvert,25.7550833,89.2447774,,N517.lrps.htm
,LRP006b,6.56,"Turn off, Right",Round about Dc more,25.7562778,89.2418608,,N517.lrps.htm
,LRP007,7,Km Post,Km post missing,25.76,89.2409441,,N517.lrps.htm
,LRP007a,7.12,"Side Road, Right",Z 5023,25.7601667,89.2398886,,N517.lrps.htm
,LRP007b,7.24,Culvert,Slab Culvert,25.7603611,89.2386663,,N517.lrps.htm
,LRP007c,7.535,Culvert,Slab Culvert,25.76125,89.2359441,,N517.lrps.htm
,LRP008,8,Km Post,Km post missing,25.7639722,89.2328604,,N517.lrps.htm
,LRPE,8.21,Others,End at Medical more meet with N 5 Rangpur.,25.7647778,89.2315827,,N517.lrps.htm
,,,,,,,,N517.lrps.htm
,,,,,,,,N517.lrps.htm
