,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of Road from Kalurghat Bridge End,22.3944163,91.891833,,N107.lrps.htm
,LRPSa,0.309,Bridge,Bridge start,22.3921941,91.8931663,,N107.lrps.htm
,LRPSb,0.342,Bridge,Bridge end,22.3918886,91.8931108,,N107.lrps.htm
,LRP001,1,Km Post,Km post missing,22.3878886,91.8976108,,N107.lrps.htm
,LRP001a,1.835,Culvert,Box culvert,22.3823604,91.9030556,,N107.lrps.htm
,LRP002,2.018,Km Post,Information missing,22.3815827,91.9046667,,N107.lrps.htm
,LRP002a,2.35,Culvert,Culvert,22.3788604,91.9066944,,N107.lrps.htm
,LRP002b,2.957,Cross Road,"Z 1065, Maizzertek udarbanna road",22.3746382,91.9064722,,N107.lrps.htm
,LRP003,3.018,Km Post,Km post missing,22.3735827,91.9065,,N107.lrps.htm
,LRP003a,3.344,Culvert,Box culvert,22.3708604,91.9071667,,N107.lrps.htm
,LRP003b,3.78,Culvert,Pipe Culvert,22.3665278,91.9081389,,N107.lrps.htm
,LRP004,4.018,Km Post,Km post missing,22.3648889,91.9084444,,N107.lrps.htm
,LRP004a,4.37,Culvert,Pipe culvert,22.3622778,91.9105833,,N107.lrps.htm
,LRP004b,4.457,Culvert,Box Culvert,22.362,91.911,,N107.lrps.htm
,LRP004c,4.796,Bridge,Bridge start,22.3601111,91.9134444,,N107.lrps.htm
,LRP004d,4.836,Bridge,Bridge end,22.3598056,91.9135833,,N107.lrps.htm
,LRP005,5.018,Km Post,Km post missing,22.3582778,91.9136389,,N107.lrps.htm
,LRP005a,5.265,Cross Road,Road to Ahala darbar Sharif (Z1802),22.3559722,91.9136667,,N107.lrps.htm
,LRP006,6.018,Km Post,Km post missing,22.3501944,91.9155278,,N107.lrps.htm
,LRP006a,6.638,Culvert,Box culvert,22.3460552,91.9178049,,N107.lrps.htm
,LRP007,7.018,Km Post,Km post missing,22.3426941,91.9173604,,N107.lrps.htm
,LRP007a,7.187,Bridge,Bridge start,22.3411663,91.9171938,,N107.lrps.htm
,LRP007b,7.259,Bridge,Bridge end,22.340583,91.9171104,,N107.lrps.htm
,LRP008,8.018,Km Post,Km post missing,22.333833,91.9159722,,N107.lrps.htm
,LRP008a,8.493,Culvert,Box culvert,22.3297493,91.9147778,,N107.lrps.htm
,LRP008b,8.802,Culvert,Pipe culvert,22.3276382,91.9141389,,N107.lrps.htm
,LRP008c,8.847,Culvert,Box Culvert,22.3269716,91.9146389,,N107.lrps.htm
,LRP009,9.018,Km Post,Km post missing,22.3259438,91.9158056,,N107.lrps.htm
,LRP009a,9.942,"Side Road, Right","Z 1070, Patya Monewsertek Anwara road",22.3191938,91.9195549,,N107.lrps.htm
,LRP010,10.018,Km Post,Km post missing,22.3187216,91.9205271,,N107.lrps.htm
,LRP010a,10.019,Culvert,Box culvert,22.3187216,91.9205271,,N107.lrps.htm
,LRPE,10.542,Others,Intersection with N1 at Moneswartek.,22.3159722,91.9235827,,N107.lrps.htm
,,,,,,,,N107.lrps.htm
,,,,,,,,N107.lrps.htm
