,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Start of road at Sutkir more intersection with N 5 Nilphamari,25.7808882,88.9160833,,N518.lrps.htm
,LRPSa,0.15,"Side Road, Left","Road to Parbatipur ,Z5011",25.7805271,88.9146944,,N518.lrps.htm
,LRPSb,0.3,Culvert,Cross Drain,25.7803327,88.9131111,,N518.lrps.htm
,LRPSc,0.32,Culvert,Cross Drain,25.7803327,88.9131111,,N518.lrps.htm
,LRPSd,0.372,Culvert,Cross Drain,25.7800549,88.9126389,,N518.lrps.htm
,LRPSe,0.52,Culvert,Box Culvert,25.7802493,88.9110833,,N518.lrps.htm
,LRPSf,0.58,Culvert,Box Culvert,25.7802493,88.9104444,,N518.lrps.htm
,LRP001,0.65,Km Post,Km post Broken,25.7790549,88.9064444,,N518.lrps.htm
,LRP002,1.65,Km Post,Km post missing,25.7782771,88.9006389,,N518.lrps.htm
,LRP002a,1.913,Rail Road Crossing,Rail Road Crossing,25.7780549,88.8975274,,N518.lrps.htm
,LRP002b,2.09,"Turn off, Left",Left turn,25.7790271,88.8966108,,N518.lrps.htm
,LRP002c,2.1,Culvert,Cross Drain,25.7789438,88.8963052,,N518.lrps.htm
,LRP002d,2.2,Culvert,Slab Culvert,25.7785827,88.8951108,,N518.lrps.htm
,LRP003,2.65,Km Post,Km post missing,25.7774716,88.8915552,,N518.lrps.htm
,LRP003a,2.88,Culvert,Start of Culvert,25.7765827,88.888833,,N518.lrps.htm
,LRP003b,2.894,Culvert,End of Culvert,25.7765271,88.8886941,,N518.lrps.htm
,LRP004,3.65,Km Post,Information missing,25.774666,88.8817771,,N518.lrps.htm
,LRP004a,4.04,Bridge,Start of Bridge R C C,25.7735271,88.877666,,N518.lrps.htm
,LRP004b,4.089,Bridge,End of Bridge R C C,25.773416,88.877166,,N518.lrps.htm
,LRPE,4.16,Others,"End at Sonapukur more and in front & Mina sigtcu board intersection with of N 5, & N 518 Sayedpur.",25.7732493,88.8760827,,N518.lrps.htm
,,,,,,,,N518.lrps.htm
,,,,,,,,N518.lrps.htm
