,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road Start From Mirpur Bridge Gabtoli,23.7837774,90.3364163,,N5.lrps.htm
,LRPSa,0.255,Bridge,Bridge End,23.7846663,90.3341386,,N5.lrps.htm
,LRP001,0.96,Km Post,"Paturia 78 km,Nabinagar 21 km",23.7872497,90.3279438,,N5.lrps.htm
,LRP001a,1.693,Bridge,Bridge Start,23.7900274,90.3218049,,N5.lrps.htm
,LRP001b,1.745,Bridge,Bridge end,23.7899997,90.3212771,,N5.lrps.htm
,LRP002,1.955,Km Post,"Paturia 77 km,Nabinagar 20 km",23.7897774,90.3192771,,N5.lrps.htm
,LRP002a,2.59,"Side Road, Left",Z5069,23.7901108,90.3126944,,N5.lrps.htm
,LRP003,2.935,Km Post,"Paturia 76 km,Nabinagar 19 km",23.7906663,90.30975,,N5.lrps.htm
,LRP003a,3.195,Culvert,Box culvert,23.7913886,90.3071944,,N5.lrps.htm
,LRP004,3.945,Km Post,"Paturia 75 km,Nabinagar 18 km",23.7927497,90.3000833,,N5.lrps.htm
,LRP004a,4.54,Bridge,Bridge start,23.7942774,90.2944997,,N5.lrps.htm
,LRP004b,4.56,Bridge,Bridge end,23.794333,90.2943052,,N5.lrps.htm
,LRP005,4.945,Km Post,Km post missing,23.7951108,90.2906386,,N5.lrps.htm
,LRP005a,5.64,Bridge,Bridge start,23.7901108,90.283833,,N5.lrps.htm
,LRP005b,5.695,Bridge,Bridge end,23.795083,90.2833049,,N5.lrps.htm
,LRP006,5.925,Km Post,"Paturia 73 km,Nabinagar 16 km",23.794833,90.2810549,,N5.lrps.htm
,LRP007,6.925,Km Post,"Paturia 72 km,Nabinagar 15 km",23.7931663,90.2715271,,N5.lrps.htm
,LRP007a,6.945,"Side Road, Left",R504 to Manikganj,23.7931663,90.2713049,,N5.lrps.htm
,LRP008,7.985,Km Post,"Paturia 71 km,Nabinagar 14 km",23.7984997,90.2633056,,N5.lrps.htm
,LRP008a,8.215,Bridge,Bridge start,23.8005278,90.2628056,,N5.lrps.htm
,LRP008b,8.25,Bridge,Bridge end,23.8008333,90.2627778,,N5.lrps.htm
,LRP009,8.935,Km Post,"Paturia 70 km,Nabinagar 13 km",23.8065278,90.2603056,,N5.lrps.htm
,LRP010,9.935,Km Post,"Paturia 69 km,Nabinagar 12 km",23.8148611,90.2571944,,N5.lrps.htm
,LRP010a,10.245,Bridge,Bridge start,23.8175827,90.2573056,,N5.lrps.htm
,LRP010b,10.37,Bridge,Bridge end,23.8188049,90.2573611,,N5.lrps.htm
,LRP010c,10.787,Bridge,Bridge start,23.822416,90.2575556,,N5.lrps.htm
,LRP010d,10.863,Bridge,Bridge end,23.823166,90.2576389,,N5.lrps.htm
,LRP011,10.935,Km Post,"Paturia 68 km,Nabinagar 11 km",23.8238049,90.25775,,N5.lrps.htm
,LRP012,11.935,Km Post,"Paturia 67 km,Nabinagar 10km",23.832666,90.2588889,,N5.lrps.htm
,LRP013,12.935,Km Post,"Paturia 66 km,Nabinagar 09 km",23.839333,90.2570556,,N5.lrps.htm
,LRP014,13.935,Km Post,Km post missing,23.8499719,90.2581111,,N5.lrps.htm
,LRP015,14.935,Km Post,Km post missing,23.8581111,90.2619722,,N5.lrps.htm
,LRP016,15.82,Km Post,"Paturia 63 km,Nabinagar 6 km",23.8637222,90.2679438,,N5.lrps.htm
,LRP017,16.815,Km Post,"Paturia 62 km,Nabinagar 5 km",23.8711382,90.2727771,,N5.lrps.htm
,LRP018,17.845,Km Post,"Paturia 61 km,Nabinagar 4 km",23.8805271,90.2727771,,N5.lrps.htm
,LRP019,18.845,Km Post,"Paturia 60 km,Nabinagar 3 km",23.8895274,90.2720549,,N5.lrps.htm
,LRP019a,19.227,Culvert,Box culvert,23.8929441,90.2716382,,N5.lrps.htm
,LRP020,19.865,Km Post,"Paturia 59 km,Nabinagar 2 km",23.898583,90.269916,,N5.lrps.htm
,LRP020a,20.825,Others,Start of Manikganj Road Division,23.9128333,90.2593889,,N5.lrps.htm
,LRP021,20.865,Km Post,Km post missing,23.90675,90.266,,N5.lrps.htm
,LRP022,21.865,Km Post,Km post missing,23.9129167,90.2590278,,N5.lrps.htm
,LRP022a,22.343,"Side Road, Right","N540, Nabinagar- Chandra Road/Dhaka Road Division End; Manikganj Road Division Start",23.9132778,90.2584722,,N5.lrps.htm
,LRP022a,22.343,"Side Road, Right","N540, Nabinagar- Chandra Road/Dhaka Road Division End; Manikganj Road Division Start",23.9132778,90.2584722,,N5.lrps.htm
,LRP023,22.865,Km Post,Km post missing,23.9172216,90.2505833,,N5.lrps.htm
,LRP024,23.865,Km Post,Km post missing,23.9173327,90.2408886,,N5.lrps.htm
,LRP024a,24.355,Culvert,Box culvert,23.9157778,90.2365274,,N5.lrps.htm
,LRP024b,24.793,Bridge,Bridge start,23.9126944,90.2339441,,N5.lrps.htm
,LRP025,24.865,Km Post,Km post missing,23.9123889,90.2333608,,N5.lrps.htm
,LRP025a,24.871,Bridge,Bridge end,23.9123056,90.2333049,,N5.lrps.htm
,LRP025b,25.161,Bridge,Bridge start,23.9113889,90.2306382,,N5.lrps.htm
,LRP025c,25.358,Bridge,Bridge end,23.9108611,90.2288327,,N5.lrps.htm
,LRP026,25.915,Km Post,"Manikgonj 26 km,Aricha 50 km",23.9086111,90.223666,,N5.lrps.htm
,LRP026a,25.965,Bridge,Bridge start,23.9085278,90.2231938,,N5.lrps.htm
,LRP026b,25.987,Bridge,Bridge end,23.9085,90.2229993,,N5.lrps.htm
,LRP027,26.915,Km Post,"Manikgonj 25 km,Aricha 49 km",23.9079167,90.2138056,,N5.lrps.htm
,LRP027a,27.075,"Side Road, Right","R315, Mawna- Nabinagar (Dulivita) Road",23.9078611,90.2121944,,N5.lrps.htm
,LRP027b,27.447,Bridge,Bridge start,23.9078333,90.2088056,,N5.lrps.htm
,LRP027c,27.505,Bridge,Bridge end,23.9077778,90.20825,,N5.lrps.htm
,LRP027d,27.9,Others,Road safety start,23.9073611,90.2043333,,N5.lrps.htm
,LRP028,27.915,Km Post,Faridpur 105 km,23.9073889,90.2028333,,N5.lrps.htm
,LRP028a,28.17,Others,Road safety end,23.9075,90.2024722,,N5.lrps.htm
,LRP029,28.925,Km Post,Paturia 49 km,23.9097222,90.1952774,,N5.lrps.htm
,LRP029a,28.935,Bridge,Bridge start,23.9098889,90.1944997,,N5.lrps.htm
,LRP029b,29.088,Bridge,Bridge end,23.9101944,90.1930274,,N5.lrps.htm
,LRP029c,29.521,Bridge,Bridge start,23.9110278,90.1889163,,N5.lrps.htm
,LRP029d,29.531,Bridge,Bridge end,23.9110556,90.1887774,,N5.lrps.htm
,LRP030,29.915,Km Post,Barisal 235 km,23.9117222,90.185083,,N5.lrps.htm
,LRP030a,30.53,Culvert,Box culvert,23.91275,90.1790827,,N5.lrps.htm
,LRP031,30.915,Km Post,Paturia 47 km,23.9138056,90.1755271,,N5.lrps.htm
,LRP031a,31.1,Bridge,Bridge start,23.9143333,90.1737771,,N5.lrps.htm
,LRP031b,31.25,Bridge,Bridge end,23.9146389,90.1723049,,N5.lrps.htm
,LRP032,31.915,Km Post,Kushtia 233 km,23.9157222,90.1659167,,N5.lrps.htm
,LRP032a,32.685,Bridge,Bridge start,23.9169716,90.1584722,,N5.lrps.htm
,LRP032b,32.7,Bridge,Bridge end,23.9169993,90.1583333,,N5.lrps.htm
,LRP033,32.915,Km Post,Dhaka 41 km,23.9174438,90.1562778,,N5.lrps.htm
,LRP033a,33.18,"Side Road, Right",Z5061,23.9179716,90.1545833,,N5.lrps.htm
,LRP034,33.915,Km Post,Manikganj 19 km,23.9205549,90.147083,,N5.lrps.htm
,LRP034a,33.975,Bridge,Bridge start,23.9207771,90.1465552,,N5.lrps.htm
,LRP034b,33.987,Bridge,Bridge end,23.9208327,90.1464441,,N5.lrps.htm
,LRP034c,34.128,Bridge,Bridge start,23.9213049,90.1451663,,N5.lrps.htm
,LRP034d,34.223,Bridge,Bridge end,23.9216382,90.1443052,,N5.lrps.htm
,LRP034e,34.35,Bridge,Bridge start,23.9219716,90.1431386,,N5.lrps.htm
,LRP034f,34.361,Bridge,Bridge end,23.9219993,90.1429997,,N5.lrps.htm
