,LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitued Decimal,,source_file
,LRPS,0,Others,Road start from N8 at Postagola,23.6902219,90.4310549,,R810.lrps.htm
,LRP001,1,Km Post,Km Post Missing,23.6831104,90.4367219,,R810.lrps.htm
,LRP001a,1.387,"Side Road, Left","Z 1101, Matuail Mirdabari Shampur Road",23.6827493,90.4371108,,R810.lrps.htm
,LRP002,2,Km Post,Km Post Missing,23.6772771,90.4442774,,R810.lrps.htm
,LRP003,3,Km Post,Km Post Missing,23.6699438,90.4491663,,R810.lrps.htm
,LRP004,4,Km Post,Km Post Missing,23.6628611,90.455,,R810.lrps.htm
,LRP005,5,Km Post,Km Post Missing,23.6561944,90.4618056,,R810.lrps.htm
,LRP006,6,Km Post,Km Post Missing,23.6488608,90.4677493,,R810.lrps.htm
,LRP007,7,Km Post,Km Post Missing,23.6331938,90.4759716,,R810.lrps.htm
,LRP008,8,Km Post,Km Post Missing,23.6331938,90.4759716,,R810.lrps.htm
,LRP008a,8.07,"Side Road, Right","R 812, Fatullah Panchaboti Mawa road",23.6326382,90.4761382,,R810.lrps.htm
,LRP009,9,Km Post,Km Post Missing,23.6289993,90.4843886,,R810.lrps.htm
,LRP010,10,Km Post,Km Post Missing,23.6257493,90.4934441,,R810.lrps.htm
,LRP010a,10.545,Rail Road Crossing,Rail Cross,23.6240549,90.4986108,,R810.lrps.htm
,LRPE,10.642,Others,Road end with intersecting of R111 at Narayanganj Town,23.6239716,90.4996386,,R810.lrps.htm
,,,,,,,,R810.lrps.htm
,,,,,,,,R810.lrps.htm
