road,id,model_type,condition,name,lat,lon,length
N102,1005869,link,Z,BBaria 39 km Sylhet 217 km,23.6836663,91.0210827,88.07975646951377
N102,1005870,link,Z,Bridge End,23.6841386,91.0217771,594.6625883985713
N102,1005871,bridge,A,SHALGANG BOX CULVERT,23.6845080677796,91.0256800398998,9.4
N102,1005872,link,Z,Bridge End,23.6872497,91.0265271,310.9237281932739
N102,1005873,bridge,C,BORAIPARA BOX CULVERT,23.6884738712903,91.0280666458064,3.0
N102,1005874,link,Z,BBaria 38 km,23.689083,91.0288327,1002.8781230347496
N102,1005875,bridge,A,BROSALGAR CULVERT,23.6915390710431,91.0322015766187,9.5
N102,1005876,link,Z,BBaria 37 km Sylhet 215 km,23.694583,91.0366386,213.26600125264616
N102,1005877,bridge,C,SONG CHAIL RCC GIDER BRIDGE,23.6950746873563,91.0372988528735,35.5
N102,1005878,link,Z,Bridge end,23.6957774,91.0382774,763.7948910635043
N102,1005879,bridge,B,SHANKAIL BOX CULVERT,23.6990813911894,91.042925047577,9.3
N102,1005880,link,Z,Bridge end,23.7,91.0441941,41.88335815638845
N102,1005881,link,Z,BBara 36 Sylhet 214 km,23.7002778,91.0444719,727.8531751453206
N102,1005882,bridge,A,HAJIBARI BOX CULVERT,23.7008901830508,91.0453691457627,6.5
N102,1005883,bridge,A,MOULSBI BARI CULVERT,23.7036148380368,91.0491655730061,12.2
N102,1005884,link,Z,Bridge End,23.7043333,91.0500833,179.57304017008897
N102,1005885,bridge,A,BRAMMON PARA BOX CULVERT,23.7046022718562,91.050450066467,12.2
N102,1005886,link,Z,Bridge End,23.705345235164835,91.05145784945054,108.76283399118267
N102,1005887,link,Z,"B.Bara 35 km, Sylhet 213 km",23.7059722,91.0522778,409.06598756013256
N102,1005888,bridge,C,MUDUPPUR BOX CULVERT,23.7077014655581,91.0544804755344,12.6
N102,1005889,link,Z,Bridge End,23.7083611,91.0553333,565.287882646595
N102,1005890,bridge,A,MUDOBPUR CULVERT,23.7097447107142,91.0569570697368,4.8
N102,1005891,bridge,A,MIRPUR CULVERT,23.7111220035714,91.058573425,4.65
N102,1005892,link,Z,BBaria34 km Sylhet212 km,23.7118333,91.0593889,409.05535961998015
N102,1005893,link,Z,Road to Bancharampura(Z1041),23.7142222,91.0624444,118.89407122380113
N102,1005894,bridge,A,MURPUR BOX,23.7144097669724,91.0626727449541,12.5
N102,1005895,link,Z,Bridge End,23.7149444,91.0633056,467.13506812465226
N102,1005896,bridge,A,TALIPARA BOX CULVERT,23.7170942278131,91.0659238080679,6.2
N102,1005897,link,Z,BBaria 33 km Sylhet 211 km,23.7177493,91.0667216,740.529732412514
N102,1005898,bridge,B,MOKIMPUR RCC GRIDER BRIDGE,23.7214400894736,91.0713290078947,17.2
N102,1005899,link,Z,Bridge End,23.722166,91.072166,249.16990161583726
N102,1005900,link,Z,BBaria 32 km Sylhet 210 km,23.7235271,91.0741104,384.18232779784177
N102,1005901,bridge,B,KALAMONLA BRIDGE,23.724717610204,91.0759599153061,52.4
N102,1005902,bridge,A,KalaMoira Bridge,23.724717610204,91.0759599153061,54.31
N102,1005903,link,Z,Bridge start / Bridge End,23.7255549,91.077166,601.8320384386578
N102,1005904,link,Z,Km post missing,23.7303327,91.0799438,1028.589275000755
N102,1005905,bridge,B,KALAMURIA BOX CULVERT,23.7319009767801,91.0806945739938,12.3
N102,1005906,link,Z,BBaria 30 km Sylhet208 km,23.7388052,91.0839997,992.8992590975082
N102,1005907,link,Z,Km post missing,23.7468052,91.088333,740.427797575613
N102,1005908,bridge,A,CHOW MONI BOX CULVERT,23.7506772992987,91.0927929893408,12.2
N102,1005909,link,Z,Divission Road,23.7513611,91.0936386,180.05289975379065
N102,1005910,link,Z,Z1201,23.7525556,91.094833,79.30069219893018
N102,1005911,link,Z,Km post missing,23.7530556,91.0953886,421.26541527256086
N102,1005912,bridge,A,Kuchi chuani er Bridge,23.7546766537313,91.0972766597014,37.0
N102,1005913,bridge,A,CHOTICHOIMOHARI RCC GIDER BRIGDE,23.7546766537313,91.0972766597014,46.5
N102,1005914,link,Z,Bridge End,23.7556389,91.0984163,291.98887927743937
N102,1005915,bridge,B,MIRPUKUR CULVERT,23.7564383509433,91.0993658110062,18.6
N102,1005916,link,Z,Bridge End,23.7574167,91.1005278,248.17768515071398
N102,1005917,link,Z,Km post missing,23.7589444,91.1023056,1053.3001215677484
N102,1005918,bridge,A,GOLA SHAR BOX CULVERT,23.7602647328125,91.1038290375,6.0
N102,1005919,link,Z,BBaria 26 km Sylhet 204,23.7654722,91.1098056,723.7282569547256
N102,1005920,bridge,A,KHARERA BRIDGE,23.7690411118367,91.1138816821768,14.5
N102,1005921,bridge,A,Kharer bazar Bridge,23.7690411118367,91.1138816821768,17.0
N102,1005922,link,Z,Bridge End,23.7699716,91.1149444,233.58486985142048
N102,1005923,link,Z,BBaria 25 Sylhet 203 km,23.771416,91.1166111,1051.1549166115315
N102,1005924,bridge,C,DAROGABARI BOX CULVERT,23.7741250240549,91.1196976773195,12.0
N102,1005925,link,Z,Bbaria 24 Sylhet 202 km,23.7779438,91.1240827,1000.8789675295135
N102,1005926,bridge,B,MONKASAR BOX CULVERT,23.7808685333333,91.1277111458333,12.6
N102,1005927,link,Z,Km post missing,23.783583,91.1317493,182.948670869358
N102,1005928,bridge,B,MONKASHA RCC GRIDER BRIDGE,23.7838311994117,91.1321336329411,16.06
N102,1005929,link,Z,Bridge End,23.7845274,91.1332216,809.3128207619832
N102,1005930,link,Z,Km post missing,23.7887219,91.1397219,871.6820914854721
N102,1005931,bridge,A,SOYDABAD BOX CULVERT,23.790634972888,91.1426418571709,12.2
N102,1005932,bridge,C,CHAITABUS - RCC GIRDER BRIDGE,23.7925664032258,91.1456018225806,17.3
N102,1005933,bridge,A,Saidabad Bridge,23.7925664032258,91.1456018225806,20.6
N102,1005934,link,Z,Bridge start,23.7932774,91.1466941,115.40328047725774
N102,1005935,link,Z,Km post missing,23.7938886,91.1476108,811.9050219784092
N102,1005936,bridge,B,TNLLAK BOX CULVERT,23.7993621932004,91.1496333468933,19.0
N102,1005937,link,Z,Box Culvert,23.8008056,91.1501667,144.3324743618652
N102,1005938,link,Z,Km post missing,23.8020833,91.1504167,573.8364106799902
N102,1005939,bridge,B,Bizna Bridge,23.8052032218455,91.1510109740113,49.75
N102,1005940,bridge,A,TILLACK PUR RCC GIDER BRIDGE,23.8052032218455,91.1510109740113,49.65
N102,1005941,link,Z,Bridge End,23.8071667,91.1513889,411.75806541178974
N102,1005942,link,Z,Km post missing,23.8108056,91.1521389,426.08295135152935
N102,1005943,bridge,B,CHATURA CULVERT,23.8128512780487,91.1525916439024,36.8
N102,1005944,link,Z,Bridge end,23.8145556,91.153,656.0977370218703
N102,1005945,link,Z,Bbaria 18 km Sylhet 196 km,23.820416,91.15375,1000.0280152269422
N102,1005946,bridge,B,TANTO CULVERT,23.828311880845,91.1549145893896,8.7
N102,1005947,link,Z,Bbaria 17 km Sylhet 195 km,23.829328707605637,91.15506456450704,65.74019984829208
N102,1005948,link,Z,Bridge End,23.829916,91.1551389,941.8468654331997
N102,1005949,bridge,A,MATIA PARA BOX CULVERT,23.8307622812274,91.1552750851985,4.6
N102,1005950,link,Z,Km post missing,23.8383052,91.1564167,119.03101464817759
N102,1005951,link,Z,Z1202 Road to Akhoura,23.8393608,91.1566111,804.4575633927661
N102,1005952,bridge,B,DARKHAR BRIDGE,23.8433132090909,91.1569792363636,166.3
N102,1005953,bridge,A,Dhorkhar Bridge,23.8433132090909,91.1569792363636,167.14
N102,1005954,link,Z,Bridge End,23.8465552,91.1574444,44.067697178623305
N102,1005955,link,Z,Km post missing,23.8469441,91.1575278,992.7851542322747
N102,1005956,link,Z,Km post missing,23.85575,91.1591389,703.9626571311243
N102,1005957,bridge,B,Ujaneswar Bridge,23.8591413083217,91.1564064449375,34.2
N102,1005958,bridge,A,PUJANESHAR PC GIRDER,23.8591413083217,91.1564064449375,34.2
N102,1005959,link,Z,Bridge End,23.8608056,91.1549722,229.33585454598074
N102,1005960,bridge,B,AWARON CULVERT,23.8618306259259,91.1536961703703,3.0
N102,1005961,link,Z,Km post missing,23.8621667,91.1532778,727.7930406590056
N102,1005962,bridge,C,AHARAVDHO RCC GRIDGE,23.8648880315298,91.1498322192164,14.0
N102,1005963,bridge,C,Akhand Bridge,23.8648880315298,91.1498322192164,16.38
N102,1005964,link,Z,Bridge End,23.8664444,91.1478608,1167.254287405116
N102,1005965,link,Z,Km post missing / Bridge start,23.8748604,91.1409997,25.830493518475386
N102,1005966,bridge,B,MODINAGOR RCC GIDER BRIDGE,23.8749941691908,91.1409041702282,27.3
N102,1005967,link,Z,Bridge End,23.8750549,91.1408608,41.948503251975474
N102,1005968,link,Z,Km post missing,23.8752771,91.1405274,1135.6523039596677
N102,1005969,link,Z,BBaria 10 km Sylhet 188 km,23.8843052,91.1353052,166.46820012831424
N102,1005970,bridge,A,SULTANPUR BOX CULVERT,23.8853489295858,91.1348459710059,5.5
N102,1005971,link,Z,Z1216 to Akhaowera,23.8856941,91.1346941,888.1967685634622
N102,1005972,bridge,A,SULTANPUR BOX CULVERT,23.8895347735294,91.1321742735294,5.6
N102,1005973,bridge,C,Sultanpur Uttar Bridge,23.8929316116246,91.1310313021008,21.25
N102,1005974,bridge,A,SULTANPUR RCC BRIDGE,23.8929316116246,91.1310313021008,21.2
N102,1005975,link,Z,BBaria 9 Sylhet 187 km,23.8929441,91.1310271,234.59248783745792
N102,1005976,link,Z,Bridge End,23.894833,91.1299993,722.2922072527482
N102,1005977,link,Z,B Baria 8 km Sylhet 186 km,23.900941803948665,91.12758382043435,282.76441892562497
N102,1005978,link,Z,R203 on left to Nabinagar,23.9033333,91.1266382,319.6675552099081
N102,1005979,bridge,C,Radhika Bridge,23.9037118313432,91.1265059537313,50.25
N102,1005980,bridge,A,RADHAKA BRIDGE.,23.9037118313432,91.1265059537313,48.9
N102,1005981,link,Z,Bridge End,23.9060833,91.1257216,395.0514921723575
N102,1005982,link,Z,Km post missing,23.9094722,91.1245549,1009.506390459741
N102,1005983,bridge,A,OUSURA BOX CULVERT,23.913259581065,91.1233226442307,5.6
N102,1005984,link,Z,BBaria 6 km,23.918166,91.1216938,1006.6154948373409
N102,1005985,bridge,A,UZURA CULVERT,23.921686040606,91.1205320224242,5.6
N102,1005986,bridge,B,RAMRAIL BOX CULVERT,23.9256180593023,91.1192338627907,12.0
N102,1005987,link,Z,BBaria5 Sylhet 183 km,23.9268327,91.1188327,934.5584000519451
N102,1005988,bridge,D,RAMRAIL BRIDGE.,23.9328134045563,91.1168121455635,48.4
N102,1005989,link,Z,Start of Bridge,23.9348608,91.1161111,64.8600007120375
N102,1005990,link,Z,Km post missing,23.9354441,91.1161111,6.797450203242221
N102,1005991,link,Z,End of Bridge,23.9354997,91.1160833,984.0017279751216
N102,1005992,link,Z,Bbaria 3 Sylhet 181 km,23.944333,91.116666,1034.9075252232767
N102,1005993,bridge,B,VADHUGLAR BOX CULVERT,23.9472357303754,91.1168502819112,3.0
N102,1005994,bridge,C,Kath toli old Bridge,23.9529335260869,91.116861673913,90.6
N102,1005995,bridge,B,VADHUGHAR BRIDGE,23.9529335260869,91.116861673913,88.7
N102,1005996,link,Z,BBaria 2 Sylhet180 km,23.9536389,91.1168327,286.0133028130657
N102,1005997,link,Z,Bridge End,23.9561111,91.1160556,119.44813490669173
N102,1005998,link,Z,N103 on Right,23.9570833,91.1155556,573.050987626873
N102,1005999,link,Z,Km post missing,23.9582222,91.1100556,879.8684873680555
N102,1006000,link,Z,Km post missing,23.96125,91.1020556,530.8916571509712
N102,1006001,link,Z,Rail Road Crossing,23.966,91.1015278,461.01176495246915
N102,1006002,bridge,B,NORTH PORTALA BRIDGE,23.9679353219827,91.1013978806034,30.8
N102,1006003,bridge,A,Dakhin Pouro tala bridge,23.9679353219827,91.1013978806034,32.15
N102,1006004,link,Z,Km post missing,23.9701382,91.10125,60.4381413066875
N102,1006005,link,Z,Bridge Start,23.97067948041237,91.10119589793814,32.61740872142377
N102,1006006,link,Z,Bridge End,23.9709716,91.1011667,902.8015720451714
N102,1006007,link,Z,Km post missing,23.9790549,91.1003333,321.3424861438987
N102,1006008,link,Z,Z1210 to Lalpur,23.9819438,91.10025,668.3882337368998
N102,1006009,link,Z,Km post missing,23.987583,91.1025278,994.0119913905155
N102,1006010,link,Z,Km post missing,23.9948886,91.1081667,234.38539285980795
N102,1006011,link,Z,N 103 on Right,23.9967497,91.10925,80.50335279276787
N102,1006012,link,Z,Madheppur 28 km Sylhet 175 km,23.9974719,91.1093056,488.7170374170232
N102,1006013,bridge,C,Gabura Bridge.,23.9987492949579,91.109389610084,16.68
N102,1006014,bridge,B,GHATARA BRIDGE,23.9987492949579,91.109389610084,18.3
N102,1006015,link,Z,Bridge End,24.0018611,91.1095556,518.0766178570394
N102,1006016,link,Z,Madhebpur 27 km sylhet 174,24.0064444,91.1086389,991.9111289768671
N102,1006017,bridge,A,SUHILPUR MIRHATI BOX CULVERT,24.006973103069,91.1087472335038,3.0
N102,1006018,bridge,B,MOLABI BARI CULVERT,24.0102985311688,91.1093858267532,6.5
N102,1006019,bridge,A,SUHIL PUR BOX CULVERT,24.0143670857142,91.1098735017857,7.0
N102,1006020,link,Z,Km post missing,24.0152778,91.11,1014.3014390060858
N102,1006021,link,Z,Post Convened with Send,24.0242493,91.1118056,988.6898842005897
N102,1006022,bridge,B,UTTOR SHOHIL PUR CULVERT,24.0245823385026,91.1118705048128,3.0
N102,1006023,link,Z,Km post missing,24.0330827,91.1129167,1009.5851420437219
N102,1006024,sourcesink,Z,Madhebpur 23 km Sylhet170 km,24.0421108,91.1139722,947.8175316378118
N102,1006025,bridge,A,BATHBARIA BOX CULVERT,24.0426882295942,91.1140799386635,3.0
N104,1006026,sourcesink,Z,Sonapur Link Road Z-1440,22.8268086559322,91.10134555254236,118.22982425898132
N104,1006027,link,Z,Box culvert,22.8278327,91.10125,114.28882369560948
N104,1006028,bridge,A,SONAMIPUR BOX CULVERT,22.8319003302681,91.1006688726053,3.0
N104,1006029,link,Z,Box culvert,22.8324993,91.1005833,523.381290579875
N104,1006030,link,Z,Sonapur 1 km,22.8328049,91.1005278,34.453887372650456
N104,1006031,link,Z,Box culvert,22.8345274,91.1004722,191.61799704935515
N104,1006032,bridge,B,UTTOR SONAPUR SLAB CULVERT,22.8365042056847,91.0998638767441,2.0
N104,1006033,bridge,A,OUTTOR SONAPUR BOX CULVERT,22.8385164697674,91.0992446418604,2.0
N104,1006034,link,Z,"Sonapur 2 km,Begumganj 12 km,Maijdee 3 km",22.8421386,91.097333,905.405214858938
N104,1006035,bridge,D,Dotter Hut Bridge,22.8471995091891,91.0970113935135,16.39
N104,1006036,bridge,B,DATARAHAT RCC GIDER BRIDGE,22.8471995091891,91.0970113935135,10.4
N104,1006037,link,Z,"Sonapur 3 km,Begumganj 11 km",22.853063737297298,91.09663873837836,1216.9011262356587
N104,1006038,link,Z,Box culvert,22.857,91.0963886,438.44223565151026
N104,1006039,link,Z,"Sonapur 4 km, Bagumganj 10 km, Maijdee 1 km",22.8600278,91.0961108,337.87709507028853
N104,1006040,bridge,B,POKIR PUR BOX CULVERT,22.8607331215686,91.0962115705882,3.5
N104,1006041,link,Z,Box Culvert,22.861,91.0962497,109.0364913183003
N104,1006042,link,Z,Box culvert,22.8633333,91.0968608,266.89939568940724
N104,1006043,bridge,A,GAPTANG BOX CULVERT,22.8644948384615,91.0969575561538,6.5
N104,1006044,link,Z,Km post missing,22.8653611,91.0970552,226.35908303828532
N104,1006045,link,Z,Box Culvert,22.8674438,91.0969719,14.231098513335947
N104,1006046,bridge,A,BOXSI MAZIR BOX CULVERT,22.8674438,91.0970645,6.4
N104,1006047,link,Z,"Z-1452,Link Section end (Maijdee Station road)",22.8674438,91.0971108,231.65572583467213
N104,1006048,link,Z,Bridge start,22.8707493,91.0968886,367.65389978988486
N104,1006049,bridge,C,TOWN HALL MORE CULVERT,22.8713671275862,91.0969029620689,1.0
N104,1006050,link,Z,Box Culvert,22.8743327,91.0969719,398.5472840429182
N104,1006051,link,Z,"Maijdee 1 km,Sonapur 6 km",22.8760549,91.0969163,191.5846015724568
N104,1006052,link,Z,Bridge end,22.8766382,91.0968608,65.10875034342375
N104,1006053,link,Z,Bridge start,22.8767493,91.096833,12.67780841872269
N104,1006054,link,Z,Road to Right R-143,22.8833886,91.0971386,738.9200146639618
N104,1006055,link,Z,Box Culvert,22.8849163,91.0970552,170.08720827573399
N104,1006056,link,Z,Km post missing,22.8851108,91.0970274,21.814113306564813
N104,1006057,link,Z,"Maijdee 3 km,Sonapur 8 km",22.8939441,91.0983052,990.9018166115458
N104,1006058,link,Z,Box culvert,22.9001667,91.099333,699.8853650094109
N104,1006059,link,Z,"Maijdee 4 km,Sonapur 9 km",22.9028611,91.099833,303.9495016853767
N104,1006060,bridge,A,KABOWA BAZAR BOX CULVERT,22.9033930767441,91.0999670297674,9.4
N104,1006061,bridge,D,BARIPOLE BOX,22.9097675528695,91.101540877913,6.2
N104,1006062,link,Z,"Maijdee 5 km,Sonapur 10 km",22.9116667,91.102,1003.9800576924979
N104,1006063,link,Z,Box culvert,22.9177771,91.1021944,679.7371448519042
N104,1006064,link,Z,"Maijdee 6 km,Sonapur 11 km",22.9207216,91.1022778,327.52485822864907
N104,1006065,bridge,B,AKLASPUR CULVERT,22.9210135531914,91.1023406859574,3.0
N104,1006066,link,Z,Bridge end,22.9225271,91.1026667,204.67514744906074
N104,1006067,bridge,B,MAMZAN BIBO BOX CULVERT,22.9256782339622,91.1032458267924,18.6
N104,1006068,link,Z,Km post missing,22.9274438,91.1035556,554.2394362576251
N104,1006069,link,Z,Box culvert,22.9313604,91.1040833,438.8461798598538
N104,1006070,bridge,C,DARMACHPUR CULVERT,22.9342244369685,91.104168539926,3.2
N104,1006071,bridge,A,CONTRACTOR MOSJIDE BOX CULNERT,22.9362668298342,91.1041743657458,6.5
N104,1006072,link,Z,Km post missing,22.9363052,91.1041667,549.9030001288601
N104,1006073,link,Z,Road to Baktermunshi,22.9369719,91.3029444,10.87252800091039
N104,1006074,link,Z,Road to Companiganj Z1441,22.9370552,91.303,71.71088095006351
N104,1006075,link,Z,Km post missing,22.9371386,91.3023056,1191.5414922182415
N104,1006076,bridge,C,DAGHANBUIYA SLAB CULVERT,22.9377824401384,91.2988712474048,4.4
N104,1006077,link,Z,"Begumganj 20 km,Maijdee 30 km",22.939333,91.2909163,794.6556996425429
N104,1006078,link,Z,"Begumganj 19 km,Maijdee 29 km",22.9396941,91.283166,231.62797861840951
N104,1006079,link,Z,Road to Biroli Z -1030,22.940083,91.2809438,1065.440850796482
N104,1006080,link,Z,Box culvert,22.940109017831283,91.10441676780542,423.7397111728277
N104,1006081,bridge,A,ALIPUR BOX CULVERT,22.9406700125474,91.104453648309,3.1
N104,1006082,bridge,A,RAMNAGAR BRIGE,22.9406775950413,91.2783565768595,6.0
N104,1006083,link,Z,"Begumganj 22 km,Maijdee 32 km",22.9420274,91.3109722,995.8844838167587
N104,1006084,link,Z,"Begumganj 18 km,Maijdee 28 km",22.9426386,91.270916,701.2847721076328
N104,1006085,bridge,A,RAMNAGAR SIAB CULVERT,22.9436162237609,91.2660078638484,2.5
N104,1006086,link,Z,Box Culvert,22.9439719,91.2642222,245.6082327772926
N104,1006087,bridge,B,RAMNAGAR SLAB CULVERT (3),22.9440589671641,91.2636935955224,12.6
N104,1006088,link,Z,Box Culvert,22.9443608,91.2618611,18.151008113876806
N104,1006089,link,Z,Km post missing,22.9444163,91.2616667,730.7264342402447
N104,1006090,link,Z,Noakhali RHD start / Noakhali RHD start,22.9444163,91.2616944,2.836412702782997
N104,1006091,link,Z,Bridge end,22.9446663,91.1095556,460.8295949146351
N104,1006092,link,Z,Km post missing,22.9447219,91.1050556,517.0836362585858
N104,1006093,bridge,B,krimpur Bridge,22.9451020481707,91.1127623422764,38.2
N104,1006094,link,Z,Km post missing,22.9453886,91.1147222,535.1066999347427
N104,1006095,link,Z,Infor.missing,22.9456941,91.2546667,941.792846872245
N104,1006096,link,Z,Rail road crossing,22.9458608,91.121166,661.9094002014353
N104,1006097,link,Z,Km post missing,22.9458608,91.1339997,981.41447562884
N104,1006098,link,Z,"Z-1450,Road Start",22.9458886,91.1214993,34.268450487496295
N104,1006099,bridge,A,Chowmohoni Bazar(right),22.9459525242424,91.1260321333333,20.5
N104,1006100,bridge,A,Choumohni Bazar(Left),22.9459525242424,91.1260321333333,20.5
N104,1006101,link,Z,Km post missing,22.9459719,91.124416,102.4430324608691
N104,1006102,link,Z,Bridge end,22.9459997,91.1232771,22.960008253534202
N104,1006103,link,Z,Bridge start,22.9459997,91.123416,14.222856148355111
N104,1006104,link,Z,Z-1420,22.9460274,91.1230549,160.03381473554043
N104,1006105,bridge,B,HAZIPUR CULVERT,22.9472470542056,91.1430588514018,3.2
N104,1006106,link,Z,"Begumganj 4 km,Maijdee 12 km",22.9473052,91.1434441,980.3144034731386
N104,1006107,bridge,C,CHONG ARPULL BOX CULVERT,22.9473724525,91.318005224375,3.0
N104,1006108,link,Z,"Begumganj 23 km,Maijdee 33 km",22.9473886,91.3180271,936.6146418895914
N104,1006109,bridge,C,PASHIMSIB PUR,22.9476941,91.1496474235294,6.0
N104,1006110,link,Z,"Begumganj 5 km,Maijdee 13 km",22.9476941,91.1530278,982.2775790610881
N104,1006111,bridge,B,SONYGOFULL CULVERT,22.9483211833333,91.1599462136111,3.0
N104,1006112,link,Z,"Begumganj 7 km,Maijdee 17 km",22.9486108,91.1720271,949.9679241060269
N104,1006113,link,Z,"Begumganj 6 km,Maijdee 16 km",22.9486941,91.16275,1001.6927101706834
N104,1006114,link,Z,"Begumganj 15 km,Maijdee 25 km",22.9496386,91.2465274,995.9660963475395
N104,1006115,bridge,A,BAROPAL SLAB CULVERT,22.9499684924265,91.1761586894899,9.1
N104,1006116,link,Z,"Begumganj 8 km,Maijdee 16 km(Wrong Writting)",22.9515,91.1813604,1008.2217131178545
N104,1006117,bridge,C,BHUYAIN DIGI CULVERT,22.9518106674418,91.2436016935216,3.1
N104,1006118,bridge,C,SHIBPUR SLAB CULVERT,22.9526646268292,91.1883939975609,2.7
N104,1006119,link,Z,"Begumganj 9 km,Maijdee 17 km(Wrong Writting)",22.95325,91.191083,1014.3520001042916
N104,1006120,link,Z,"Begumganj 24 km,Maijdee 34 km",22.9532778,91.3253882,998.4638231590202
N104,1006121,link,Z,Bridge end,22.9535278,91.3257493,46.25791744796563
N104,1006122,link,Z,"Begumganj 10 km,Maijdee 18 km(Wrong Writting)",22.9539167,91.2010833,1026.6172075219888
N104,1006123,bridge,A,SAHID SLAM SHETU,22.9546105173333,91.3271586005333,48.1
N104,1006124,bridge,A,Matuvhuia Bridge,22.9546105173333,91.3271586005333,48.71
N104,1006125,bridge,A,SOMIR BAZAR SLAB CULVERT,22.9549506453074,91.2099171100323,2.5
N104,1006126,link,Z,"Begumganj 11 km,Maijdee 21 km",22.9551111,91.21075,998.6435194464907
N104,1006127,link,Z,"Begumganj 14 km,Maijdee 24 km",22.95575,91.2394163,786.0136595299704
N104,1006128,link,Z,"Begumganj 12 km,Maijdee 20 km",22.9568611,91.2198604,952.8836527363203
N104,1006129,bridge,C,Kallyandi Bridge,22.9571669815,91.234092125375,9.25
N104,1006130,bridge,C,COLLANDI Bridge,22.9571669815,91.234092125375,7.5
N104,1006131,link,Z,Road to Senbagh Z-1421,22.95725,91.2212216,145.92521820370487
N104,1006132,bridge,B,SANBAG CULVERT,22.9574308844488,91.2240221080708,2.8
N104,1006133,link,Z,Road to Chanderhat (Z1416),22.9575556,91.2267493,566.9879349007007
N104,1006134,link,Z,Bridge end,22.9576667,91.2320271,190.65332405516946
N104,1006135,link,Z,"Begumganj 13 km,Maijdee 23 km",22.9577222,91.230166,350.31774315980044
N104,1006136,link,Z,"Begumganj 25 km,Maijdee 35 km",22.9580556,91.3317216,792.0919974106298
N104,1006137,bridge,A,BAKER BAZAR BOX CULVERT,22.9621618217687,91.3331859341836,3.0
N104,1006138,link,Z,"Begumganj 26 km,Maijdee 36 km",22.96643594421769,91.33371895459184,954.0266512676951
N104,1006139,bridge,C,AMIR GOAN SLAB CULVERT,22.9725664333333,91.3345594866043,2.8
N104,1006140,link,Z,"Begumganj 27 km,Maijdee 37 km",22.9772216,91.3354997,1213.0873113893886
N104,1006141,link,Z,Road to Senbagh (Z1443),22.9815271,91.3369163,500.2317586235804
N104,1006142,link,Z,Bridge end,22.9818882,91.3371108,44.81811769823821
N104,1006143,bridge,B,Selonia bridge,22.9831354973684,91.3383410394736,89.23
N104,1006144,bridge,A,SILONIA PC GIDER BRIDGE,22.9831354973684,91.3383410394736,87.3
N104,1006145,bridge,A,SILONIA BOX CVLVERT,22.98388297,91.339993435,1.9
N104,1006146,link,Z,"Begumgonj 28 km,Maijdee 38 km",22.9840274,91.3404719,418.28902375975713
N104,1006147,link,Z,"Begumgonj 29 km,Maijdee 39 km",22.990583,91.3458886,915.8692583583384
N104,1006148,link,Z,"Begumgonj 30 km,Maijdee 40 km",22.9990552,91.3471386,950.714843123288
N104,1006149,link,Z,"Begumgonj 31 km,Maijdee 41 km",23.0044444,91.3543889,953.8408656823457
N104,1006150,bridge,B,MATIARA SLAB CULVERT,23.00486624,91.3553213033333,2.7
N104,1006151,link,Z,Road to Gazirhat (Z1444),23.00625,91.3583611,453.4327847657656
N104,1006152,link,Z,"Begumgonj 32 km,Maijdee 42 km",23.0071667,91.3607778,267.5300313956546
N104,1006153,bridge,B,S.S.SK ROAD SLAB CULVERT,23.0093022701123,91.3955118680898,2.7
N104,1006154,link,Z,Km post missing,23.0093056,91.3898052,856.1319034095244
N104,1006155,bridge,A,Shasaugtachha culvert,23.009361697528,91.3961485620224,3.65
N104,1006156,link,Z,"Begumgonj 33 km,Maijdee 43 km",23.0094444,91.3704716,1023.9684510657421
N104,1006157,link,Z,Km post missing,23.0095278,91.3803604,1012.1441064933483
N104,1006158,link,Z,Right to Comilla Left to Chittagong,23.0095278,91.3814438,110.88408681403409
N104,1006159,sourcesink,Z,Intersection with Z1031,23.0096667,91.3994163,984.4986493666486
N104,1006160,bridge,C,PAZGACIA SLAB CULVERT,23.0098384198224,91.3741733526627,2.7
N105,1006161,intersection,N/A,Intersection of N1 and N105,23.6904163,90.5465969,20.0
N105,1006162,sourcesink,Z,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.5466108,998.068497871857
N105,1006163,bridge,C,MODONPUR,23.6906082999999,90.5467174752,12.8
N105,1006164,link,Z,Km post missing,23.6984163,90.5510556,1040.2839608435868
N105,1006165,bridge,A,MODONPUR COLLEGE,23.69915705,90.5514491,6.25
N105,1006166,link,Z,"Bangabandhu Bridge 128 km,Mymensingh 132 km",23.7055278,90.5576944,1034.6373592477053
N105,1006167,bridge,A,LALADI CULVERT,23.7070840042553,90.5594803060283,6.1
N105,1006168,link,Z,"Bangabandhu bridge 127 km,Mymensingh 130 km",23.7118889,90.5651111,992.8034599556576
N105,1006169,bridge,A,KHAJLA PUR,23.7159717017241,90.5698255482758,6.0
N105,1006170,link,Z,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",23.7179993,90.5722216,431.74206300641134
N105,1006171,link,Z,Tanaki Road,23.7206104,90.5753604,579.9979603168862
N105,1006172,link,Z,"Bangabandhu bridge 125 km,Mymensingh 128 km,Gazipur 44 km",23.7242216,90.5794716,561.2416489491873
N105,1006173,bridge,A,KAZI PARA,23.7274051106382,90.5830848845744,6.1
N105,1006174,link,Z,Box culvert,23.7277216,90.5834441,433.8360171127397
