road,id,model_type,condition,name,lat,lon,length
N1,1004066,sourcesink,Z,Infor.missing,20.8629722,92.298083,6.171318428993677
N1,1004067,link,Z,Bridge end,20.8646667,92.2981941,188.77309023100162
N1,1004068,link,Z,Bridge start,20.8650278,92.2982497,40.56594847109587
N1,1004069,link,Z,Box culvert,20.8688604,92.2982219,426.1754644709675
N1,1004070,link,Z,Km post missing,20.8692771,92.2981386,47.13631742714863
N1,1004071,link,Z,Bridge end,20.8764993,92.2978886,803.4919444581229
N1,1004072,link,Z,Bridge start,20.8768604,92.2978886,40.15248801165913
N1,1004073,link,Z,Teknaf 2 km,20.8782216,92.2977774,151.79881038826937
N1,1004074,bridge,C,Yaknat Bridge,20.8809852229698,92.2977774,35.9
N1,1004075,bridge,C,YAKNAT BRIDGE,20.8809852229698,92.2977774,35.9
N1,1004076,link,Z,Box culvert,20.8820271,92.2977774,423.15229334570967
N1,1004077,bridge,C,BUS STAND TEKNAF BOX CULVERT,20.8830704487341,92.2981629575949,1.5
N1,1004078,bridge,A,BUS STAND TEKNAF BOX CULVERT,20.8845667240506,92.2987158890295,1.5
N1,1004079,link,Z,Box culvert,20.8858608,92.2991941,450.9807634087384
N1,1004080,link,Z,Info.Missing,20.8869441,92.2996386,129.0055690872794
N1,1004081,link,Z,Bridge end,20.888833,92.2983886,246.93828308173522
N1,1004082,link,Z,Bridge start,20.8889163,92.2982497,17.146857623365904
N1,1004083,bridge,C,Eskahal Bridge,20.8901584525606,92.2957180800539,37.3
N1,1004084,bridge,B,TEKNAF NAITANG RCC GIDER BRIDGE,20.8901584525606,92.2957180800539,37.3
N1,1004085,link,Z,Teknaf 4 km,20.891833,92.2923052,697.5309037138854
N1,1004086,link,Z,Bridge end,20.8918886,92.2918052,52.30885525879117
N1,1004087,link,Z,Bridge start,20.8919163,92.2916663,14.754617616449995
N1,1004088,bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.892271114035,92.2909840333333,9.0
N1,1004089,bridge,A,Naitom Para(4) Bridge,20.892271114035,92.2909840333333,9.0
N1,1004090,link,Z,Km post missing,20.8926386,92.2902774,165.1325107559328
N1,1004091,link,Z,Box culvert,20.8927774,92.2901386,21.121404051704683
N1,1004092,link,Z,Box culvert,20.8932774,92.2896386,76.08567401403181
N1,1004093,link,Z,Bridge end,20.8939441,92.2889163,105.47998843670138
N1,1004094,link,Z,Bridge start,20.894083,92.2887774,21.136535520328923
N1,1004095,link,Z,Box culvert,20.8948052,92.2881941,100.60125469944686
N1,1004096,bridge,A,NAITANG PARA RCC GIDER BRIDGE,20.8950896142857,92.2879523785714,9.0
N1,1004097,bridge,A,Naitong Para (3) Bridge,20.8950896142857,92.2879523785714,9.0
N1,1004098,link,Z,Box culvert,20.8953608,92.2877219,78.8858050747864
N1,1004099,link,Z,Box culvert,20.8965552,92.286083,215.92686219088566
N1,1004100,link,Z,Bridge end,20.8967774,92.2857219,44.91738376209077
N1,1004101,link,Z,Bridge start,20.8969163,92.2854441,32.73131991525484
N1,1004102,bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.8970988542857,92.2850607666666,15.1
N1,1004103,bridge,A,Naitom Para (2) Bridge,20.8970988542857,92.2850607666666,15.1
N1,1004104,link,Z,Box culvert,20.8977497,92.2836941,204.04831658768737
N1,1004105,link,Z,Box culvert,20.8980274,92.283333,48.585897860383135
N1,1004106,link,Z,Km post missing,20.8981108,92.2832493,12.71218667291385
N1,1004107,link,Z,Bridge end,20.8982219,92.283166,15.082882106031583
N1,1004108,link,Z,Bridge start,20.8984719,92.2828604,42.19667772776357
N1,1004109,link,Z,Box culvert,20.8994441,92.2817216,160.2523872868019
N1,1004110,link,Z,Bridge end,20.9001111,92.2809716,107.56668580455182
N1,1004111,link,Z,Bridge start,20.9003333,92.2807216,35.845285300881194
N1,1004112,bridge,B,NAITAN PARA RCC GIDER BRIDGE,20.9018849327974,92.2798735897106,23.0
N1,1004113,bridge,A,Naiton Para(1) Bridge,20.9018849327974,92.2798735897106,23.0
N1,1004114,link,Z,Box culvert,20.9027222,92.279416,298.25278901844797
N1,1004115,bridge,B,BARIY TOLI RCC GIDER BRIDGE,20.9032027737864,92.2790446582524,6.1
N1,1004116,bridge,A,Baraytoli (3) Bridge,20.9032027737864,92.2790446582524,6.1
N1,1004117,link,Z,Box Culvert,20.9033333,92.2789438,83.80529522763132
N1,1004118,bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.9036912639175,92.2786932329896,8.3
N1,1004119,bridge,A,Baroytoli Bridge,20.9036912639175,92.2786932329896,8.3
N1,1004120,bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.9045718551546,92.2780768381443,17.5
N1,1004121,bridge,A,Gilatoli (1) Bridge,20.9045718551546,92.2780768381443,17.5
N1,1004122,link,Z,Box Culvert,20.9047222,92.2779716,184.52620256789797
N1,1004123,link,Z,Km post missing,20.9048333,92.277916,13.637134349566356
N1,1004124,bridge,A,BARITOLI BOX CULVERT,20.9053051369863,92.2775738958904,2.8
N1,1004125,link,Z,Box culvert,20.9059444,92.2771104,149.22102055409354
N1,1004126,bridge,A,BORYTOLI SLAB CULVERT,20.9059771479674,92.2770855585365,2.8
N1,1004127,link,Z,Box Culvert,20.90675,92.2764993,109.78954061371364
N1,1004128,bridge,A,BORY TOLI SLAB CULVERT,20.9074479630252,92.2760590529411,2.8
N1,1004129,bridge,C,Baroy toli (1) Bridge,20.908032127731,92.2756905852941,29.3
N1,1004130,bridge,A,BAROY TOLI RCC GIDER BRIDGE,20.908032127731,92.2756905852941,30.0
N1,1004131,link,Z,Bridge end,20.9085556,92.2753604,233.0349194735111
N1,1004132,link,Z,Bridge start,20.9088889,92.275166,42.20532463430238
N1,1004133,bridge,A,KARAN TOLI RCC GIDER BRIDGE,20.909456906278,92.2747873291479,10.6
N1,1004134,bridge,A,Polashir Bridge,20.909456906278,92.2747873291479,10.6
N1,1004135,bridge,A,KARUM TOLI RCC GIDER BRIDGE,20.909823120852,92.2745431860986,10.6
N1,1004136,bridge,A,Karumtoli (3) Bridge,20.909823120852,92.2745431860986,10.6
N1,1004137,bridge,C,KARUMTOLI BRIDGE,20.9104284959641,92.2741396026905,23.7
N1,1004138,bridge,A,Karumtoli(2) Bridge,20.9104284959641,92.2741396026905,29.3
N1,1004139,bridge,A,KARUM TOLI BOX CULVERT,20.9116242986547,92.2733424008968,1.3
N1,1004140,link,Z,Teknaf 7 km,20.9122222,92.2729438,436.64385158632285
N1,1004141,link,Z,Box Culvert,20.9123889,92.2729716,18.75976266714539
N1,1004142,bridge,B,KARUMTOLI,20.9126751559322,92.2727211220339,34.3
N1,1004143,bridge,A,Karumtoli(1) Bridge,20.9126751559322,92.2727211220339,33.7
N1,1004144,link,Z,Box culvert,20.9132778,92.2721938,127.65815169174799
N1,1004145,link,Z,Box Culvert,20.9136389,92.2718604,53.023249601425356
N1,1004146,bridge,A,KARUMTOLI (3)BOX CULVERT,20.9146350810344,92.2712067017241,2.8
N1,1004147,bridge,B,KAKUM TOLI CHACK BOX CULVERT,20.9153707224137,92.2707239706896,1.2
N1,1004148,link,Z,Bridge end,20.9154167,92.2706938,231.86476381878373
N1,1004149,link,Z,Bridge start,20.9157222,92.2704993,39.52339050227992
N1,1004150,bridge,C,Sholo Bandar Teknaf Bridge,20.9167064980392,92.2698571431372,6.0
N1,1004151,bridge,A,SHOLO BANDOR TAKNAF,20.9167064980392,92.2698571431372,6.0
N1,1004152,link,Z,Box Culvert,20.9176382,92.2692493,249.49341272398914
N1,1004153,bridge,A,KARUM TOLI SHOTHA (1),20.91799614,92.2691008942857,6.0
N1,1004154,bridge,A,Karumtoli choto(1) Bridge,20.91799614,92.2691008942857,6.0
N1,1004155,link,Z,Teknaf 8 km,20.9187771,92.2687771,135.80551157826585
N1,1004156,bridge,A,KARUNTON BOX CULVERT,20.9188881999999,92.26870765,1.2
N1,1004157,link,Z,Box Culvert,20.9189993,92.2686382,28.61115183181283
N1,1004158,link,Z,Bridge end,20.9194993,92.2684716,58.22805060574777
N1,1004159,link,Z,Bridge start,20.9195827,92.268416,10.92475545174645
N1,1004160,bridge,C,Karumtoli Bridge,20.9209276456603,92.2674528079245,37.6
N1,1004161,bridge,B,KARUMTOLI,20.9209276456603,92.2674528079245,37.6
N1,1004162,link,Z,Bridge end,20.9234993,92.2656111,523.963166684675
N1,1004163,link,Z,Bridge start,20.9238882,92.2653889,49.01655356810401
N1,1004164,bridge,D,DONMIA,20.9253890280839,92.2649451585301,2.7
N1,1004165,link,Z,Infor.missing,20.9270827,92.2644444,368.50874364793066
N1,1004166,bridge,C,Domdomia Bridge (3),20.9281373875,92.264301196875,34.1
N1,1004167,bridge,C,DONOMIA,20.9281373875,92.264301196875,34.8
N1,1004168,link,Z,Bridge end,20.9293327,92.2641389,252.1925011978726
N1,1004169,link,Z,Bridge start,20.929666,92.2641111,37.1735651778929
N1,1004170,bridge,A,DONDOMIA,20.9303996793814,92.2639787999999,2.7
N1,1004171,bridge,B,DOMDO MIA,20.9318757724226,92.263712625,13.5
N1,1004172,bridge,A,Domdomia Bridge(2),20.9318757724226,92.263712625,13.5
N1,1004173,bridge,B,DOMDO MIA BRIDGE,20.9324260319587,92.2636134,13.5
N1,1004174,bridge,A,Domodia Bridge(1),20.9324260319587,92.2636134,13.5
N1,1004175,link,Z,Box culvert,20.9330549,92.2635,382.13580796486997
N1,1004176,link,Z,Km post missing,20.9361663,92.2628611,352.277236982811
N1,1004177,link,Z,Bridge end,20.9371108,92.2624722,112.5219827630547
N1,1004178,bridge,B,Dondo Mia Checkpost Bridge,20.93730526,92.26237497,49.6
N1,1004179,bridge,B,DONDO MIA CHAK POST BRIDGE,20.93730526,92.26237497,51.0
N1,1004180,link,Z,Bridge start,20.9373886,92.2623333,34.09215253688823
N1,1004181,bridge,C,Dhando Mia Bridge,20.9427885228723,92.260596812234,38.0
N1,1004182,bridge,C,DHANDO MIA,20.9427885228723,92.260596812234,38.6
N1,1004183,link,Z,Info.Missing,20.9445552,92.2603333,823.5123555023166
N1,1004184,bridge,A,DOMMO MIA BOX CULVERT,20.9458507925133,92.2603333,1.2
N1,1004185,link,Z,Box culvert,20.9459163,92.2603333,151.34741465595872
N1,1004186,bridge,A,DONDO MIA BOX CULVERT,20.9470947924242,92.2597883075757,2.7
N1,1004187,link,Z,Bridge end,20.9481386,92.2593056,269.16973786364287
N1,1004188,bridge,A,DONDO MIA BOX CULVERT,20.9481536869565,92.2592633282608,1.5
N1,1004189,bridge,C,DOMDO MIA BRIDGE,20.9491451322709,92.2584208880478,37.2
N1,1004190,bridge,A,Umor khali Bridge,20.9491451322709,92.2584208880478,35.5
N1,1004191,link,Z,Info.Missing,20.9521667,92.2566944,523.5882570985295
N1,1004192,link,Z,Box culvert,20.95225,92.2566111,12.673541144743847
N1,1004193,link,Z,Box culvert,20.9531667,92.2562778,107.64807206701093
N1,1004194,link,Z,Box culvert,20.9538889,92.2559722,86.34776953799911
N1,1004195,bridge,A,JADIMURA BRIDGE.,20.9549388422619,92.2555312529762,7.5
N1,1004196,bridge,A,Jadimura bridge,20.9549388422619,92.2555312529762,7.5
N1,1004197,link,Z,Box culvert,20.9566667,92.2548056,331.7832715153534
N1,1004198,bridge,A,JADIMORH BOX CULVERT,20.9571000129411,92.2546526588235,1.2
N1,1004199,bridge,C,Jadirghat Bridge,20.9599449953642,92.2537187390728,41.75
N1,1004200,bridge,B,JADIMURA (NOYA PARA)BRIDGE,20.9599449953642,92.2537187390728,41.75
N1,1004201,link,Z,Info.Missing,20.9606389,92.2535,462.0262280638594
N1,1004202,bridge,A,NOYA PARA (BRAC SCHOOL),20.9614231446428,92.2532539928571,9.2
N1,1004203,bridge,A,Noya Para Bridge,20.9614231446428,92.2532539928571,9.2
N1,1004204,bridge,A,NOYA PARA BOX CULVERT(R),20.9641892820433,92.2518817702786,1.2
N1,1004205,bridge,A,NOYA PARA (MUSJID) BOX CULVERT(L),20.9641892820433,92.2518817702786,1.2
N1,1004206,bridge,A,NOYA PARA CULVERT,20.9649678916913,92.2514288706231,1.2
N1,1004207,bridge,A,NOYA PARA CULVERT,20.9655685949554,92.2508723928783,1.2
N1,1004208,link,Z,Bridge end,20.9671104,92.2494441,833.7758398770362
N1,1004209,bridge,B,Mosinni Mor Bridge,20.967853415126,92.2489720949579,8.8
N1,1004210,bridge,B,MOSINNI RCC GIDER BRIDGE,20.967853415126,92.2489720949579,8.8
N1,1004211,link,Z,Infor.missing,20.9682771,92.2488052,145.70832913451557
N1,1004212,bridge,A,NAYA PARA BOX CULVERT,20.9691570827586,92.2486529011494,1.2
N1,1004213,bridge,C,Noya Para Bridge,20.9732781770034,92.2493761152148,30.4
N1,1004214,bridge,B,NOYAPARA RCC GIDER BRIDGE,20.9732781770034,92.2493761152148,30.4
N1,1004215,bridge,A,NAYAPARA BOX CULVERT,20.9759372216027,92.2499898655052,2.8
N1,1004216,link,Z,Km post missing,20.9769438,92.2502222,974.8590013016496
N1,1004217,link,Z,Bridge end,20.9775827,92.2506111,81.71524145184209
N1,1004218,bridge,C,LADAPARA RCC GIDER BRIDGE,20.9790279773542,92.2512228468609,36.6
N1,1004219,bridge,A,Ladapara Bridge,20.9790279773542,92.2512228468609,36.6
N1,1004220,bridge,C,LADA BAZAR BOX CULVERT,20.9813317189461,92.2521134830717,1.2
N1,1004221,link,Z,Infor.missing,20.9852774,92.2536389,911.531214240245
N1,1004222,bridge,C,Ala Khali Kuna Para Bridge,20.9893582625336,92.2545712327493,29.9
N1,1004223,bridge,C,ALA KHALI KUNA PARA,20.9893582625336,92.2545712327493,29.9
N1,1004224,link,Z,Teknaf 18 km,20.9940274,92.2546111,978.1766616048089
N1,1004225,link,Z,Bridge end,20.9986386,92.2538889,518.1943221617754
N1,1004226,bridge,C,Rongi-Khali Bridge,20.9994058966292,92.2537214265168,12.5
N1,1004227,bridge,C,RONGI- KHALI RCC GIDER BRIDGE,20.9994058966292,92.2537214265168,12.5
N1,1004228,link,Z,Teknaf 29 km,21.0029444,92.2531944,484.18074780429845
N1,1004229,bridge,B,RONGI HALI BOX CULVERT,21.0058252962264,92.252279838915,2.8
N1,1004230,bridge,C,Chowdhory Para Bridge,21.0097686468354,92.2495377240506,45.6
N1,1004231,bridge,B,CHOUDORIY PARA RCC GIDER BRIDGE,21.0097686468354,92.2495377240506,45.6
N1,1004232,link,Z,Teknaf 20 km,21.0107222,92.2487219,981.5864809965553
N1,1004233,bridge,A,NAT MURA PARA BOX CULVERT,21.015929034375,92.2447567,1.9
N1,1004234,bridge,A,NILA DOGA PARA BOX CULVERT,21.0173417560386,92.2438384763284,2.8
N1,1004235,link,Z,Infor.missing,21.0186104,92.2431386,1051.2955098315076
N1,1004236,bridge,A,NILA - DORGA- PARA-(1) BOX,21.0198087471074,92.2428140276859,2.8
N1,1004237,link,Z,Km post missing,21.0249993,92.2418608,722.6875316587344
N1,1004238,bridge,A,NILA. BARAR BOX CULVERT,21.0256598717703,92.2418041698564,2.9
N1,1004239,bridge,A,NILLA BOX CULVERT (1),21.0279544680791,92.2415858245762,4.4
N1,1004240,link,Z,Teknaf 21 km,21.0338608,92.2407774,991.7489879777436
N1,1004241,bridge,C,Nila-Hoab Rabg Bridge,21.0340308457564,92.2407063719557,32.1
N1,1004242,bridge,B,NILA - HOAB RABG BRIDGE,21.0340308457564,92.2407063719557,32.1
N1,1004243,link,Z,Bridge start,21.0363608,92.2396941,299.86248630950774
N1,1004244,bridge,A,ALI AXBAR PARA BOX CULVERT,21.0376449596296,92.2390520348148,6.2
N1,1004245,bridge,C,MOULOVI BAZAR BOX CULVERT,21.0404408514814,92.2376541207407,1.2
N1,1004246,bridge,C,MOULOVI BAZAR BOX CULVERT (1),21.0422652012594,92.2367552062972,1.2
N1,1004247,link,Z,Teknaf 23 km,21.0439163,92.2359441,925.8970604224924
N1,1004248,link,Z,Box culvert,21.0446941,92.2356941,90.29505602872382
N1,1004249,bridge,C,MOULIVI BAZAR FISHARI BRIDGE,21.0464598480314,92.23512063937,31.7
N1,1004250,link,Z,Box culvert,21.0479441,92.2346386,377.6193202294251
N1,1004251,link,Z,Box culvert,21.0507222,92.2338608,319.28182859143755
N1,1004252,bridge,C,KHARANG KHAIL,21.0508486063492,92.233513137037,1.2
N1,1004253,link,Z,Teknaf 24 km,21.0513056,92.2317493,228.51959626147456
N1,1004254,link,Z,Bridge start,21.0513611,92.2302493,34.598132961556956
N1,1004255,link,Z,Bridge end,21.0513611,92.2305827,121.21954946513866
N1,1004256,bridge,C,KHARANG KHALI - BOX CUVERT (1),21.0519406592592,92.2296964950617,2.8
N1,1004257,bridge,C,Naya Bazar(3) Bridge,21.0542867597222,92.2274586981481,11.8
N1,1004258,bridge,B,NAYA BAZAR BRIDGE,21.0542867597222,92.2274586981481,11.8
N1,1004259,bridge,D,Naya Bazar(2) Bridge,21.0562943527173,92.2266452831521,9.4
N1,1004260,bridge,B,NAYA BAZAR BRIDGE,21.0562943527173,92.2266452831521,9.4
N1,1004261,link,Z,Info.Missing,21.0565833,92.2266104,692.6651871097087
N1,1004262,bridge,C,NOYA BAZAR CULVERT,21.0579897631578,92.226509045614,1.2
N1,1004263,link,Z,Bridge end,21.0596667,92.2263882,343.63287672449997
N1,1004264,link,Z,Bridge start,21.0597778,92.2263882,12.353756349991672
N1,1004265,bridge,C,Noya Bazar(1) Bridge,21.0598736617647,92.2263822093137,30.9
N1,1004266,bridge,B,NOYA BAZAR BRIDGE,21.0598736617647,92.2263822093137,30.9
N1,1004267,link,Z,Box culvert,21.0615556,92.2262771,198.01821837292826
N1,1004268,link,Z,Box culvert,21.063,92.2254993,179.74853225647504
N1,1004269,bridge,A,NINA BAZAR BOX CULVERT,21.0650398482758,92.2245345498084,1.2
N1,1004270,link,Z,Km post missing,21.0655833,92.2245549,303.50545335502267
N1,1004271,link,Z,Box culvert,21.0668882,92.2246104,145.21249766194964
N1,1004272,bridge,C,Gim-mogari Bridge,21.0695363333333,92.2245687666666,7.5
N1,1004273,bridge,C,GIM - MOGARI BRIDGE,21.0695363333333,92.2245687666666,7.5
N1,1004274,bridge,B,GIMON KHALI BRIDGE,21.071231875641,92.2242923685897,5.8
N1,1004275,link,Z,Box culvert,21.071666,92.2242216,532.7966378799543
N1,1004276,bridge,A,NOYA PARA,21.0724929467032,92.2235128087912,1.3
N1,1004277,link,Z,Info.Missing,21.0735271,92.2226104,266.03397383078044
N1,1004278,bridge,A,NAYAPARA,21.0741777849315,92.2222489445205,5.8
N1,1004279,link,Z,Box culvert,21.0745271,92.2220549,125.24532135144919
N1,1004280,bridge,C,NOYA PARA (1) BRIDGE,21.0757171602316,92.2214353972973,6.1
N1,1004281,link,Z,Box culvert,21.0765549,92.2209993,250.67425712609455
N1,1004282,bridge,A,NOYA PARA (1) BOX CULVERT,21.077282565,92.2199300692307,3.0
N1,1004283,bridge,A,KHANCHOR PARA- BOX CULVERT,21.079224345977,92.2181232950191,1.0
N1,1004284,bridge,A,KHANCHOR PARA (2),21.0804429857142,92.2174040714285,1.0
N1,1004285,link,Z,Km post missing,21.0811104,92.2169438,658.5165639218878
N1,1004286,bridge,A,RHANCHOR PARA BOX CULVERT,21.0822419459459,92.2166012177177,1.2
N1,1004287,link,Z,Box culvert / Box culvert,21.0838608,92.2161111,317.79911003158014
N1,1004288,bridge,B,KHAN GOR PARA BRIDGE,21.0844125039525,92.2159198454545,14.0
N1,1004289,bridge,A,Khan Gor Para Bridge,21.0844125039525,92.2159198454545,14.0
N1,1004290,bridge,A,KHANGOR PRAMARY (2),21.0864997,92.2151111,1.2
N1,1004291,bridge,A,KHAN GIOR PARA (1),21.0869591497109,92.2148363748555,2.8
N1,1004292,bridge,A,KANGOR PARA MOZGID,21.088867034104,92.213695567052,1.2
N1,1004293,link,Z,Km post missing,21.0891941,92.2135,651.9800703438851
N1,1004294,link,Z,Box culvert,21.090333,92.2129444,139.1410654320143
N1,1004295,bridge,A,KANGOR PARA,21.0905260238297,92.2128845902127,2.7
N1,1004296,link,Z,Box culvert,21.0923052,92.2123333,228.27905905065768
N1,1004297,bridge,A,KUTUB - DIA PARA (3),21.0923827310126,92.2123111474683,4.2
N1,1004298,link,Z,Bridge end,21.0936663,92.2119444,156.63288866740564
N1,1004299,link,Z,Bridge start,21.0939441,92.2118611,32.07602057107397
N1,1004300,bridge,A,KUTUB DIA PARA CULVERT,21.0944452155388,92.2116762629072,2.7
N1,1004301,bridge,A,KUTUB DIA PARA (1) CULVERT,21.0950312659147,92.2114600974937,2.7
N1,1004302,link,Z,Info.Missing,21.0975552,92.2105,425.6404234494313
N1,1004303,bridge,A,UNCHING OPLONG CULVERT (1),21.0988710315789,92.2096579157894,1.2
N1,1004304,link,Z,Box culvert,21.0996386,92.2091667,269.81419270238035
N1,1004305,bridge,A,ON SIFAPAING BOX CULVERT,21.1005774145454,92.208578050909,3.0
N1,1004306,link,Z,Box culvert,21.1012778,92.2081389,211.1661719996309
N1,1004307,bridge,C,Unchi-Prong Bridge,21.1020295703488,92.2079394552325,34.2
N1,1004308,bridge,A,UNCHI - PRANG BRIDGE,21.1020295703488,92.2079394552325,34.2
N1,1004309,bridge,C,LAMBA BIL BOX,21.1052944333333,92.20739816,1.2
N1,1004310,link,Z,Km post broken,21.1058333,92.20725,514.8732135012496
N1,1004311,link,Z,Box culvert,21.1078333,92.2058611,112.37528718322837
N1,1004312,bridge,A,LAMBA BIL (3) BOX CULVERT,21.1078333,92.2061073045454,1.2
N1,1004313,link,Z,Box culvert,21.1078333,92.2069444,224.63798692469769
N1,1004314,bridge,A,LAM BA BIL (2) BOX CULVERT,21.1083165348837,92.2053339813953,2.8
N1,1004315,bridge,A,LAMBA - BIL - (1) BOX CULVERT,21.108771344186,92.2048378697674,2.8
N1,1004316,bridge,A,LAMBABIL MIDDLE,21.1098838904761,92.2033796485714,1.2
N1,1004317,bridge,A,LAMBABIL MIDDLE PARA,21.1108101507936,92.2020956942857,1.2
N1,1004318,bridge,A,LAMBA-BIL PORA,21.1118930148936,92.2005928021276,1.2
N1,1004319,link,Z,Info.Missing,21.1121111,92.2002778,749.4668913461468
N1,1004320,bridge,D,Tasse Bridge,21.1145580496021,92.1980208315649,12.8
N1,1004321,bridge,B,TAS SE BRIDGE HOANGK,21.1145580496021,92.1980208315649,12.8
N1,1004322,link,Z,Bridge end,21.1146111,92.1979719,366.7283540320761
N1,1004323,link,Z,Bridge start,21.1151667,92.1975552,75.39940387829425
N1,1004324,link,Z,Z1133 Road to Shaplapur,21.1158333,92.1971386,85.79949048615065
N1,1004325,bridge,A,TASSI-PARA BAR,21.1159743461538,92.1970744923076,2.8
N1,1004326,bridge,A,AMTULI BOX CULVERT,21.1184609383419,92.1962922290155,3.4
N1,1004327,link,Z,Info.Missing,21.1198604,92.1954719,480.00718175808277
N1,1004328,link,Z,Box culvert,21.1214993,92.1935552,269.69602125756467
N1,1004329,bridge,C,HOACX KANG BARAR,21.1215698917647,92.1935169658823,73.3
N1,1004330,bridge,B,Hoacx Kang Barbar Bridge,21.1215698917647,92.1935169658823,72.6
N1,1004331,link,Z,Box culvert,21.122166,92.1931941,83.05822258815897
N1,1004332,bridge,A,HOA EX KANG BAZAE,21.1225347168141,92.1929605601769,3.2
N1,1004333,bridge,C,Moa Ex Kang Bridge,21.1229108079646,92.1927223495575,13.0
N1,1004334,bridge,C,MOA EX-KANG-BAZAR,21.1229108079646,92.1927223495575,13.0
N1,1004335,link,Z,Box culvert,21.1229993,92.1926663,107.62299236756763
N1,1004336,bridge,A,WHIKE KANG BRIDGE,21.1237604940298,92.1921588880597,3.35
N1,1004337,link,Z,Box culvert,21.1239993,92.1919997,130.93860678476548
N1,1004338,bridge,D,Wheke Kang Bridge,21.125103688724,92.1913674700296,6.4
N1,1004339,bridge,A,wheke kang (1),21.125103688724,92.1913674700296,6.4
N1,1004340,link,Z,Km post missing,21.1269438,92.1902219,375.7682108846633
N1,1004341,bridge,B,WHIKE KANG BOX CULVERT,21.1278570099099,92.1891953267267,1.2
N1,1004342,bridge,A,WHIKE KANG BOX CULVERT,21.1283226864864,92.1886718423423,1.2
N1,1004343,bridge,A,W HIME KANG BOX CULVERT,21.1290060819819,92.187903612012,1.2
N1,1004344,bridge,D,Balu Khali Bridge,21.1297680981982,92.1870470012012,7.9
N1,1004345,bridge,B,BALU KHALI-3 BOX CULVERT,21.1297680981982,92.1870470012012,7.9
N1,1004346,bridge,C,BALU KHALI -2 BOX CULVERT,21.1299737216216,92.1868158522522,1.2
N1,1004347,bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.1318968873563,92.1846917362069,4.7
N1,1004348,link,Z,Info.Missing,21.1326938,92.183333,958.8106634071592
N1,1004349,link,Z,Box culvert,21.1329438,92.1824438,96.3234581795121
N1,1004350,bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.1342388024291,92.179158717004,3.3
N1,1004351,bridge,C,ULIBANIA BOX CULVERT,21.1349149157894,92.1779379605263,1.3
N1,1004352,bridge,A,ULUBANIA RCC GIDER BRIDGE,21.1360412976525,92.1760569938967,4.8
N1,1004353,link,Z,Info.Missing,21.1363886,92.1752493,838.7543367323397
N1,1004354,bridge,C,Porbo Kata Khali Bridge,21.1366125359375,92.1745027796875,15.2
N1,1004355,bridge,B,KHARA KANDI RCC GIDER BRIDGE,21.1366125359375,92.1745027796875,15.2
N1,1004356,link,Z,Bridge start,21.1368886,92.173916,149.04021299489742
N1,1004357,bridge,C,ULI BANIA BOX CULVERT,21.1373350498154,92.1700112125461,1.2
N1,1004358,bridge,D,KATA KHALI RCC GIDER BRIDGE,21.1376124564885,92.1680587053435,12.3
N1,1004359,bridge,D,Kata Khali Bridge,21.1376124564885,92.1680587053435,12.3
N1,1004360,bridge,C,GIVATOLI RCC GIDER BRIDGE,21.1379210829268,92.1663534195121,32.0
N1,1004361,link,Z,Info.Missing,21.1379719,92.1659167,838.3348118741549
N1,1004362,bridge,A,GIVA TOLI BOX CULVERT,21.1380664956896,92.1651978,1.2
N1,1004363,bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.1388871840796,92.1636379074626,3.3
N1,1004364,bridge,A,GIVATOLI RCC GIDER BRIDGE,21.140210455058,92.1615530950248,3.3
N1,1004365,bridge,C,Karontoli Bridge,21.1408647661691,92.1605222283582,15.4
N1,1004366,bridge,C,GIRA TALI RCC GIDER BRIDGE,21.1408647661691,92.1605222283582,15.4
N1,1004367,bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.1425462548387,92.159429216129,3.3
N1,1004368,link,Z,Teknaf 38 km,21.1435274,92.1589722,948.855790141213
N1,1004369,link,Z,Bridge end,21.1441663,92.1586944,76.66202133224827
N1,1004370,bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.1477676743494,92.1570426250929,58.0
N1,1004371,bridge,A,Palong Khali Bridge,21.1477676743494,92.1570426250929,57.6
N1,1004372,bridge,C,Palong Khali Bazar Bridge,21.1498906490706,92.1552156215613,15.2
N1,1004373,bridge,C,PALONG KHALI BAZAR BRIDGE,21.1498906490706,92.1552156215613,15.2
N1,1004374,link,Z,Info.Missing,21.1507222,92.1545,848.898879201868
N1,1004375,bridge,C,PALONG KHALI BAZAR (1),21.1524632792452,92.1534145867924,9.4
N1,1004376,bridge,C,PALONG KHALI CULVERT,21.1584534746478,92.1525195633802,3.0
N1,1004377,link,Z,Info.Missing,21.1595,92.1526111,995.5083192068533
N1,1004378,bridge,A,DAIM PARA CULVERT,21.1602045009259,92.1525257175926,3.0
N1,1004379,link,Z,Box culvert,21.1604167,92.1525,102.58138857036408
N1,1004380,bridge,C,DAIM PARA CULVERT,21.1619757444915,92.1523314669491,1.25
N1,1004381,link,Z,Box culvert,21.16325,92.1522222,316.36284095587723
