road,avg_flood_score,closest_flood_category
Z7059,3.0,Low River Flooding
Z7102,2.0,Moderate River Flooding
Z7105,2.0,Moderate River Flooding
Z7106,1.7313432835820894,Moderate River Flooding
Z7108,1.6754385964912282,Moderate River Flooding
Z7201,2.3823529411764706,Moderate River Flooding
Z7404,2.62992125984252,Low River Flooding
Z7405,2.977272727272727,Low River Flooding
Z7406,1.0,Severe River Flooding
Z7409,2.75,Low River Flooding
Z7411,2.869565217391304,Low River Flooding
Z7412,3.0,Low River Flooding
Z7451,3.0,Low River Flooding
Z7452,3.0,Low River Flooding
Z7456,3.0,Low River Flooding
Z7457,2.2830188679245285,Moderate River Flooding
Z7458,3.0,Low River Flooding
Z7460,2.227272727272727,Moderate River Flooding
Z7461,3.0,Low River Flooding
Z7463,3.0,Low River Flooding
Z7464,3.0,Low River Flooding
Z7465,3.0,Low River Flooding
Z7466,3.0,Low River Flooding
Z7467,3.0,Low River Flooding
Z7468,3.0,Low River Flooding
Z7469,3.0,Low River Flooding
Z7488,1.7419354838709677,Moderate River Flooding
Z7489,2.567901234567901,Low River Flooding
Z7501,2.0,Moderate River Flooding
Z7502,1.4264705882352942,Severe River Flooding
Z7503,2.235294117647059,Moderate River Flooding
Z7504,2.0,Moderate River Flooding
Z7505,3.0,Low River Flooding
Z7506,2.230769230769231,Moderate River Flooding
Z7551,3.0,Low River Flooding
Z7552,2.420289855072464,Moderate River Flooding
Z7553,2.989247311827957,Low River Flooding
Z7602,5.305555555555555,Moderate Flash Flooding
Z7603,5.431192660550459,Moderate Flash Flooding
Z7604,5.971223021582734,Low Flash Flooding
Z7606,8.0,Moderate Tidal Surge
Z7607,8.0,Moderate Tidal Surge
Z7609,6.903225806451613,Severe Tidal Surge
Z7610,7.121212121212121,Severe Tidal Surge
Z7613,3.0,Low River Flooding
Z7615,7.541666666666667,Moderate Tidal Surge
Z7617,7.565217391304348,Moderate Tidal Surge
Z7618,7.175,Severe Tidal Surge
Z7619,2.9322033898305087,Low River Flooding
Z7701,7.0,Severe Tidal Surge
Z7702,5.515873015873016,Low Flash Flooding
Z7703,5.407407407407407,Moderate Flash Flooding
Z7704,4.585365853658536,Moderate Flash Flooding
Z7705,1.1428571428571428,Severe River Flooding
Z7706,8.0,Moderate Tidal Surge
Z7707,8.0,Moderate Tidal Surge
Z7708,6.752808988764045,Severe Tidal Surge
Z7709,4.571428571428571,Moderate Flash Flooding
Z7710,4.78391959798995,Moderate Flash Flooding
Z7711,7.913043478260869,Moderate Tidal Surge
Z7715,5.0,Moderate Flash Flooding
Z7716,8.0,Moderate Tidal Surge
Z7717,4.924050632911392,Moderate Flash Flooding
Z7718,0.8888888888888888,Severe River Flooding
Z7719,2.25,Moderate River Flooding
Z7801,1.3692307692307693,Severe River Flooding
Z8002,2.8043478260869565,Low River Flooding
Z8003,2.0,Moderate River Flooding
Z8004,2.361111111111111,Moderate River Flooding
Z8005,2.7872340425531914,Low River Flooding
Z8009,1.7058823529411764,Moderate River Flooding
Z8011,2.0,Moderate River Flooding
Z8012,1.9726027397260273,Moderate River Flooding
Z8021,1.608695652173913,Moderate River Flooding
Z8023,2.0,Moderate River Flooding
Z8031,0.35384615384615387,Not Flood Prone
Z8032,0.06557377049180328,Not Flood Prone
Z8033,7.522388059701493,Moderate Tidal Surge
Z8034,0.5656565656565656,Severe River Flooding
Z8035,0.0,Not Flood Prone
Z8037,7.928571428571429,Moderate Tidal Surge
Z8038,0.0,Not Flood Prone
Z8040,4.645161290322581,Moderate Flash Flooding
Z8043,3.388235294117647,Low River Flooding
Z8044,7.365079365079365,Severe Tidal Surge
Z8047,8.0,Moderate Tidal Surge
Z8048,0.0,Not Flood Prone
Z8049,0.0,Not Flood Prone
Z8052,8.0,Moderate Tidal Surge
Z8053,8.0,Moderate Tidal Surge
Z8054,8.0,Moderate Tidal Surge
Z8055,6.4,Low Flash Flooding
Z8056,8.0,Moderate Tidal Surge
Z8057,8.0,Moderate Tidal Surge
Z8058,8.0,Moderate Tidal Surge
Z8059,8.0,Moderate Tidal Surge
Z8062,7.764705882352941,Moderate Tidal Surge
Z8065,2.0,Moderate River Flooding
Z8067,2.0,Moderate River Flooding
Z8121,0.054945054945054944,Not Flood Prone
Z8201,2.7857142857142856,Low River Flooding
Z8203,2.6,Low River Flooding
Z8204,1.6666666666666667,Moderate River Flooding
Z8205,1.0,Severe River Flooding
Z8206,1.6774193548387097,Moderate River Flooding
Z8207,2.1,Moderate River Flooding
Z8208,2.6666666666666665,Low River Flooding
Z8209,2.7586206896551726,Low River Flooding
Z8401,2.0,Moderate River Flooding
Z8402,1.3555555555555556,Severe River Flooding
Z8404,2.0,Moderate River Flooding
Z8408,2.0,Moderate River Flooding
Z8412,0.0,Not Flood Prone
Z8414,2.0,Moderate River Flooding
Z8416,2.0,Moderate River Flooding
Z8419,0.1568627450980392,Not Flood Prone
Z8420,2.0,Moderate River Flooding
Z8429,2.0,Moderate River Flooding
Z8430,0.5172413793103449,Severe River Flooding
Z8504,2.0,Moderate River Flooding
Z8601,1.2608695652173914,Severe River Flooding
Z8602,0.2564102564102564,Not Flood Prone
Z8603,0.4675324675324675,Not Flood Prone
Z8604,0.48148148148148145,Not Flood Prone
Z8605,0.2857142857142857,Not Flood Prone
Z8606,0.0,Not Flood Prone
Z8607,2.0,Moderate River Flooding
Z8611,0.0,Not Flood Prone
Z8699,1.411764705882353,Severe River Flooding
Z8701,7.371621621621622,Severe Tidal Surge
Z8702,8.0,Moderate Tidal Surge
Z8703,8.0,Moderate Tidal Surge
Z8704,7.878787878787879,Moderate Tidal Surge
Z8705,8.0,Moderate Tidal Surge
Z8706,8.0,Moderate Tidal Surge
Z8708,7.605809128630705,Moderate Tidal Surge
Z8709,8.0,Moderate Tidal Surge
Z8713,8.0,Moderate Tidal Surge
Z8716,8.0,Moderate Tidal Surge
Z8717,8.0,Moderate Tidal Surge
Z8740,8.0,Moderate Tidal Surge
Z8750,8.0,Moderate Tidal Surge
Z8803,7.955555555555556,Moderate Tidal Surge
Z8804,7.194444444444445,Severe Tidal Surge
Z8806,7.596858638743456,Moderate Tidal Surge
Z8810,7.842105263157895,Moderate Tidal Surge
Z8814,7.0,Severe Tidal Surge
Z8815,8.0,Moderate Tidal Surge
Z8905,2.909090909090909,Low River Flooding
Z8909,7.2105263157894735,Severe Tidal Surge
Z8910,5.142857142857143,Moderate Flash Flooding
Z8913,6.745098039215686,Severe Tidal Surge
Z8915,2.3225806451612905,Moderate River Flooding
Z8916,1.7391304347826086,Moderate River Flooding
Z8943,4.0,Severe Flash Flooding
