name,avg_flood_score,closest_flood_category
KHANKHA SLAB CULVERT,0.0,Not Flood Prone
KHANORABAD CULVERT,5.0,Moderate Flash Flooding
KHANSHA PARA,0.0,Not Flood Prone
KHARA KANDI RCC GIDER BRIDGE,0.0,Not Flood Prone
KHARA TAYA CULVERT,4.0,Severe Flash Flooding
KHARAMARA BOX CULVERT,3.0,Low River Flooding
KHARATAYA CULVERT,4.0,Severe Flash Flooding
KHARCHOPPARA,0.0,Not Flood Prone
KHARERA BRIDGE,2.0,Moderate River Flooding
KHARIALA -1 BOX CULVERT,6.0,Low Flash Flooding
KHARIALA 2,6.0,Low Flash Flooding
KHARJANA BRIDGE,3.0,Low River Flooding
KHARKH,0.0,Not Flood Prone
KHARKOP BOX CULVERT,0.0,Not Flood Prone
KHARKOP RCC GIDER BRIDGE,0.0,Not Flood Prone
KHARSHAI BRIDGE,5.0,Moderate Flash Flooding
KHAS PARA BOX CULVERT,0.0,Not Flood Prone
KHASA DIGIRPAR BOX CULVERT,0.0,Not Flood Prone
KHASDIMNAGAR,4.0,Severe Flash Flooding
KHASIM RLAQAR,4.0,Severe Flash Flooding
KHASIR BOX CULVERT,0.0,Not Flood Prone
KHASIR RCC GIDER BRIDGE,0.0,Not Flood Prone
KHASIRA BAILEY WITH STEEL DECK,6.0,Low Flash Flooding
KHASIRA BOX CULVERT,2.0,Moderate River Flooding
KHASMOHAL ADUNAICR PC GIDER BRIDGE,0.0,Not Flood Prone
KHAT CHAR BRIDGE,0.0,Not Flood Prone
KHAT GHOR BOX CULVERT,3.0,Low River Flooding
KHATA R C C GIRDER BRIDGE,0.0,Not Flood Prone
KHATA SHANG PC GIDER BRIDGE,2.0,Moderate River Flooding
KHATABARI CULVERT,2.0,Moderate River Flooding
KHATAGHANG BAILEY WITH STEEL DECK,2.0,Moderate River Flooding
KHATAYA BRIDGE,4.0,Severe Flash Flooding
KHATCHAR BRIDGE,0.0,Not Flood Prone
KHATEHARA SATU,3.0,Low River Flooding
KHATIMAR POOL CULVRT,3.0,Low River Flooding
KHATIR HAT BOX CULVERT,0.0,Not Flood Prone
KHERIHOR BOX CULVERT,2.0,Moderate River Flooding
KHIDIR PUR BOX CULVERT,4.0,Severe Flash Flooding
KHIL PARA SUBMARAGE,2.0,Moderate River Flooding
KHILBAICHA RCC GIRDER,0.0,Not Flood Prone
KHILKATI,3.0,Low River Flooding
KHILPARA CULVERT,2.0,Moderate River Flooding
KHILPARA SLAB CULVERT,2.0,Moderate River Flooding
KHIRO BRIDGE,0.0,Not Flood Prone
KHLIADHARA PC GIDER BRIDGE,0.0,Not Flood Prone
KHOARAPARA CULVERT,0.0,Not Flood Prone
KHODIA BARI PRIMARY BOX CULVERT,0.0,Not Flood Prone
KHOKICHARA BRIDGE,0.0,Not Flood Prone
KHOLA GRAM,2.0,Moderate River Flooding
KHOLA PARA BRIDGE,6.0,Low Flash Flooding
KHOLGHAR CUL,0.0,Not Flood Prone
KHOMBA PARA CULVERT,0.0,Not Flood Prone
KHOMZORI BOX CULVERT,5.0,Moderate Flash Flooding
KHONIA POLONG,0.0,Not Flood Prone
KHONIA POLONG.,0.0,Not Flood Prone
KHONKONJIRI,0.0,Not Flood Prone
KHORIA,4.0,Severe Flash Flooding
KHORIA 1,4.0,Severe Flash Flooding
KHORIAKARIRCHAR,0.0,Not Flood Prone
KHORIANAGAR BRIDGE,0.0,Not Flood Prone
KHORKHA,0.0,Not Flood Prone
KHORKHAI,0.0,Not Flood Prone
KHORKHORIA,4.0,Severe Flash Flooding
KHORMA BOX CULVERT,0.0,Not Flood Prone
KHORNA BVS STATION,0.0,Not Flood Prone
KHORNA CULVERT,5.0,Moderate Flash Flooding
KHORSHUR BRIDGE,2.0,Moderate River Flooding
KHOWLA CULVERT,0.0,Not Flood Prone
KHUDRAMPUR CUVLERT,3.0,Low River Flooding
KHUJARBAI CULVERT,2.0,Moderate River Flooding
KHUJARIA 3,2.0,Moderate River Flooding
KHUR GRAM,2.0,Moderate River Flooding
KHURAKHAI BOX CUL VERT,2.0,Moderate River Flooding
KHURSI BOX CULVERT,0.0,Not Flood Prone
KHURSIB BOX CULVERT,0.0,Not Flood Prone
KHURST BOX CULVERT,0.0,Not Flood Prone
KHURULIA CHAIRMAN PARA BOX CULVERT,5.0,Moderate Flash Flooding
KHURULIA CULVERT,5.0,Moderate Flash Flooding
KHURULIA SCHOOL BOX CULVERT,5.0,Moderate Flash Flooding
KHURUSKUL CUL,5.0,Moderate Flash Flooding
KHURUTIA BOX CULVERT,5.0,Moderate Flash Flooding
KHUSKHANDI BRIDHE,2.0,Moderate River Flooding
KHUSKSNDI BRIDGE,2.0,Moderate River Flooding
KHUTAKHALI,0.0,Not Flood Prone
KIL PARA BOX CULVERT,0.0,Not Flood Prone
KILL PARA BOX CULVERT,0.0,Not Flood Prone
KILLARPULL,0.0,Not Flood Prone
KINDAPARA BOX CULVERT,0.0,Not Flood Prone
KISHNO NAGOR BRIDGE,2.0,Moderate River Flooding
KISHOREGANJ,0.0,Not Flood Prone
KISHOREGANJ(2),0.0,Not Flood Prone
KISHOREGANJ(3),0.0,Not Flood Prone
KISHOREGANJ(4),0.0,Not Flood Prone
KISHOREGANJ(5),0.0,Not Flood Prone
KISHOREGANJ(6),0.0,Not Flood Prone
KISHOREGANJ(7),0.0,Not Flood Prone
KISHOREGANJ(8),0.0,Not Flood Prone
KISHOREGANJ(9),0.0,Not Flood Prone
KISIGOBANA CULVERT,0.0,Not Flood Prone
KISNOPUR BAZAR BRIDGE,2.0,Moderate River Flooding
KISNOPUR BRIDGE,2.0,Moderate River Flooding
KOACHIA(MADARBHI),0.0,Not Flood Prone
KOBAGON ARCH MASONRY,0.0,Not Flood Prone
KOBOTABAI,3.0,Low River Flooding
KOCHUI CHIRMAN,5.0,Moderate Flash Flooding
KODALA CULVERT,0.0,Not Flood Prone
KODALIPUR BOX CULVERT,2.0,Moderate River Flooding
KODAMMPUR BOX CULVERT,3.0,Low River Flooding
KODDA BRIDGE,0.0,Not Flood Prone
KODDA TURAG BRIDGE,0.0,Not Flood Prone
KODHMADAB PUR,2.0,Moderate River Flooding
KODOM RASUL BOX CULVERT,5.0,Moderate Flash Flooding
KODOMPARA,3.0,Low River Flooding
KODOMPUR CULVERT (1),3.0,Low River Flooding
KODUM CHORA BAILY,0.0,Not Flood Prone
KOILA BAZAR,0.0,Not Flood Prone
KOILA PARA,0.0,Not Flood Prone
KOIPOBUS BRIDGE,4.0,Severe Flash Flooding
KOIR MONDHIR BOX CULVERT,5.0,Moderate Flash Flooding
KOKAL BOX CULVERT,2.0,Moderate River Flooding
KOKALI BOX CULVERT,0.0,Not Flood Prone
KOKAR BAZAR RCC BRIDGE,2.0,Moderate River Flooding
KOKORTOLA CULVERT,8.0,Moderate Tidal Surge
KOLA BAGAN ARCH MASONRY,0.0,Not Flood Prone
KOLA BAGAN BAILY,0.0,Not Flood Prone
KOLAPUYA CULVERT,3.0,Low River Flooding
KOLARTOL 2,2.0,Moderate River Flooding
KOLARTOL RCC GIDER BRIDGE,2.0,Moderate River Flooding
KOLATOLI SOGONDA,5.0,Moderate Flash Flooding
KOLATUB,5.0,Moderate Flash Flooding
KOLIADI BOX CULVERT,0.0,Not Flood Prone
KOLKALI BOX CULVERT,2.0,Moderate River Flooding
KOLKATA BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KOLLIEGAON BAILEY WITH STEEL DECK,0.0,Not Flood Prone
KOLPOBUS BRIDGE,4.0,Severe Flash Flooding
KOMAROT BRIDGE,3.0,Low River Flooding
KOMBAPARA CULVERT,0.0,Not Flood Prone
KOMOLMUNSHE HAT BOX CULVERT,5.0,Moderate Flash Flooding
KOMOLPUR CULVERT (1),0.0,Not Flood Prone
KOMOR TAK SUBMARGE,3.0,Low River Flooding
KOMORTALA BRIDGE,3.0,Low River Flooding
KOMRTALA SUBMARGE,3.0,Low River Flooding
KONA BARI,0.0,Not Flood Prone
KONA GRAM BRIDGE,2.0,Moderate River Flooding
KONAKOLA CUL,3.0,Low River Flooding
KONAPARA BOX CULVERT,2.0,Moderate River Flooding
KONAPARA PC GIDER BRIDGE,2.0,Moderate River Flooding
KONGK HON JIRI,0.0,Not Flood Prone
KONGKHONJIRI,0.0,Not Flood Prone
KONKONJIRI,0.0,Not Flood Prone
KONNI BOX CULVERT,3.0,Low River Flooding
KONOKSHAR BAILEY WITH STEEL DECK,1.0,Severe River Flooding
KONSENOGOR BOX CUL,2.0,Moderate River Flooding
KOOLA BAILIY,3.0,Low River Flooding
KORAGU BOX CULVERT,0.0,Not Flood Prone
KORARPAR BRIDGE,0.0,Not Flood Prone
KORAY BOX CULVERT,2.0,Moderate River Flooding
KORAY SUBMARGE,2.0,Moderate River Flooding
KORBANDAN BRIDGE,0.0,Not Flood Prone
KORER HAT BAZER,5.0,Moderate Flash Flooding
KORER HAT FOREST GATE,0.0,Not Flood Prone
KORGAIRAM RCC GIDER BRIDGE,2.0,Moderate River Flooding
KORGRAM BOX CULVERT,2.0,Moderate River Flooding
KORGROM BOX CULVERT,2.0,Moderate River Flooding
KORI BARI BRIDGE,0.0,Not Flood Prone
KORIKAHONIA STEEL BRIDGE,3.0,Low River Flooding
KORIPARA,3.0,Low River Flooding
KORIPARA (4),3.0,Low River Flooding
KORIPARA 2 CULVERT,3.0,Low River Flooding
KORIPARA BOX CULVERT,3.0,Low River Flooding
KORISH TRUSS WITH RCC SLAB,2.0,Moderate River Flooding
KORIYA SLAB CULVERT,2.0,Moderate River Flooding
KORKORIA CULVERT,3.0,Low River Flooding
KOROLIYA,0.0,Not Flood Prone
KOROLIYA BOX,0.0,Not Flood Prone
KOROMTOLA BRIDGE,2.0,Moderate River Flooding
KORUA BAZAR CULERT,3.0,Low River Flooding
KORULLA CHORI,0.0,Not Flood Prone
KORYA CULVERT,3.0,Low River Flooding
KOSAI BARI BOX CULVERT,0.0,Not Flood Prone
KOSHOMPURA SLUB CULVERT,5.0,Moderate Flash Flooding
KOSOMI CULVERT,2.0,Moderate River Flooding
KOTBARI BOX CULVERT,0.0,Not Flood Prone
KOTIPARA CULVERT,5.0,Moderate Flash Flooding
KOULIA BRIDGE,3.0,Low River Flooding
KOURIA BAILY BRIDGE,3.0,Low River Flooding
KOWKIA BOX CULVERT,0.0,Not Flood Prone
KOWRIAN CHOR RCC GIDER BRIDGE,0.0,Not Flood Prone
KOWRIAR CHOR BOX CULVERT,0.0,Not Flood Prone
KOYARTHELE,0.0,Not Flood Prone
KOYER DALA,0.0,Not Flood Prone
KOYERSALA,0.0,Not Flood Prone
KRIBORDI BOX CULVERT,0.0,Not Flood Prone
KRISNAPUR BOX CULVERT,2.0,Moderate River Flooding
KRISNARAMPUR,0.0,Not Flood Prone
KRISNARAMPUR-3,0.0,Not Flood Prone
KRISNARAMPUR-4,0.0,Not Flood Prone
KRISNDRAMPUR,0.0,Not Flood Prone
KRISNO JOY,0.0,Not Flood Prone
KRISNOPUR BOX CULVERT,0.0,Not Flood Prone
KRISRAPUR CULVERT,3.0,Low River Flooding
KROLLA BATH BOX CULVERT,0.0,Not Flood Prone
KUACHANDPUR,3.0,Low River Flooding
KUARPUR SLAB CULVERT,3.0,Low River Flooding
KUCHA BAZAR BRIDGE,3.0,Low River Flooding
KUCHAI (!)BRIDGE,0.0,Not Flood Prone
KUCHAI (4),0.0,Not Flood Prone
KUCHAI BOX CULVERT,0.0,Not Flood Prone
KUCHAI(1),0.0,Not Flood Prone
KUCHAI-3,0.0,Not Flood Prone
KUCHIAMORA BRIDGE,3.0,Low River Flooding
KUCHUA,3.0,Low River Flooding
KUCHY BOX CULVERT,2.0,Moderate River Flooding
KUD BUILDING BOX CULVERT,7.0,Severe Tidal Surge
KUDURIA,2.0,Moderate River Flooding
KUIL PARA CULVERT,2.0,Moderate River Flooding
KULA PARA BAILEY WITH STEEL DECK,3.0,Low River Flooding
KULADUBA,6.0,Low Flash Flooding
KULIDAR PARA BOX CULVERT,2.0,Moderate River Flooding
KULUS PUR,5.0,Moderate Flash Flooding
KULUSPUR,5.0,Moderate Flash Flooding
KUMARBARI BOX CULVERT,3.0,Low River Flooding
KUMARIKOOL BOX CULVERT,0.0,Not Flood Prone
KUMARKHALI,3.0,Low River Flooding
KUMBSR PURA,0.0,Not Flood Prone
KUMPARA BRIDGE,3.0,Low River Flooding
KUMRI BALAR BALAR CULVERT,3.0,Low River Flooding
KUMTALA SLAB CULVERT,2.0,Moderate River Flooding
KUNAGRAM,2.0,Moderate River Flooding
KUNARAMPUR,0.0,Not Flood Prone
KUNDAR PARA (1) BOX CULVERT,3.0,Low River Flooding
KUNDARPARA (2) BOX CULVERT,3.0,Low River Flooding
KUNRI PORCHIM PAR,3.0,Low River Flooding
KURA KHAL BRIDGE,2.0,Moderate River Flooding
KURADIA CHARA BRIDGE,0.0,Not Flood Prone
KURAGU BOX CULVERT,0.0,Not Flood Prone
KURAKHAL BRIDGE,2.0,Moderate River Flooding
KURALKALI-1,7.0,Severe Tidal Surge
KURALKALI-2,7.0,Severe Tidal Surge
KURGGUB BOX CULVERT,0.0,Not Flood Prone
KURIAR PARA BRIDGE,3.0,Low River Flooding
KURIRPARA BOX CULVERT,3.0,Low River Flooding
KUROR PUR BRIDGE,2.0,Moderate River Flooding
KURRA BAZR BOX CULVERT,2.0,Moderate River Flooding
KURRZ BAZAR BOX CULVERT,2.0,Moderate River Flooding
KUSAITUI BAILY WITH STEEL,0.0,Not Flood Prone
KUSGARIA BOX CULVERT,0.0,Not Flood Prone
KUSGARIA CULVERT (2),0.0,Not Flood Prone
KUSHABO SWISGET BOX CULVERT,0.0,Not Flood Prone
KUSHARIA CULVERT,0.0,Not Flood Prone
KUSHUMPUR CULVERT,0.0,Not Flood Prone
KUSIA MERA BRIDGE,0.0,Not Flood Prone
KUSIAMRA(1) BOX CULVERT,3.0,Low River Flooding
KUSIARA BRIDGE,2.0,Moderate River Flooding
KUSNOPUR,0.0,Not Flood Prone
KUSUMPUR 2,3.0,Low River Flooding
KUSUMPUR BOX CULVERT,5.0,Moderate Flash Flooding
KUSURA BAZAR,3.0,Low River Flooding
KUTALPUR,8.0,Moderate Tidal Surge
KUTALPUR BAZER,8.0,Moderate Tidal Surge
KUTI RCC GIDER BRIDGE,2.0,Moderate River Flooding
KUTIAR CHAR SLAB CULVERT,3.0,Low River Flooding
KUTIBAZAR BRIDGE,2.0,Moderate River Flooding
KUTIRCHAR SLAB CULVERT,3.0,Low River Flooding
KUTIUDI BOX CULVERT (1),0.0,Not Flood Prone
KUTIUDI BOX CULVERT (2),0.0,Not Flood Prone
KUTTAPARA RCC GIDER BRIDGE,0.0,Not Flood Prone
KUTTAPARCA CULVERT,6.0,Low Flash Flooding
KUTUB PUR BOX CULVERT,2.0,Moderate River Flooding
KUY STEEL BRIDGE,0.0,Not Flood Prone
KYSTELGATE ARCH,5.0,Moderate Flash Flooding
Kacha bahor,2.0,Moderate River Flooding
Kachalong Bridge,0.0,Not Flood Prone
Kachari Bazar Bridge,3.0,Low River Flooding
Kachari bridge,7.0,Severe Tidal Surge
Kachua Bazar Bridge,3.0,Low River Flooding
Kachua pul Bridge,7.0,Severe Tidal Surge
Kachukata Bridge,0.0,Not Flood Prone
Kadampur Bhanga Bridge,2.0,Moderate River Flooding
Kadamtala Bridge,2.0,Moderate River Flooding
Kadamtoli(3),2.0,Moderate River Flooding
Kadantoli (4),2.0,Moderate River Flooding
Kadarpur Bridge,3.0,Low River Flooding
Kadda Bridge,0.0,Not Flood Prone
Kadipur Bridge,2.0,Moderate River Flooding
Kadirabad Bridge.,2.0,Moderate River Flooding
Kadomtali,0.0,Not Flood Prone
Kadomtali Bridge,2.0,Moderate River Flooding
Kagail Bridge,2.0,Moderate River Flooding
Kagozir Bridge,8.0,Moderate Tidal Surge
Kagutia Bridge,0.0,Not Flood Prone
Kaharul Bridge,6.0,Low Flash Flooding
Kaishabari Bridge,0.0,Not Flood Prone
Kajar Bridge,0.0,Not Flood Prone
Kajichor bridge,0.0,Not Flood Prone
Kajir pul Bridge,3.0,Low River Flooding
Kajla Bridge,3.0,Low River Flooding
Kakaldi Bridge,3.0,Low River Flooding
Kakara Bridge,5.0,Moderate Flash Flooding
Kakra Bridge,6.0,Low Flash Flooding
Kala Bridge,0.0,Not Flood Prone
KalaMoira Bridge,2.0,Moderate River Flooding
Kalachin Chaduri Bridge,0.0,Not Flood Prone
Kalaghata Bridge,0.0,Not Flood Prone
Kalai Bridge,3.0,Low River Flooding
Kalampur Bridge,3.0,Low River Flooding
Kalampur- 2 Bridge,3.0,Low River Flooding
Kalapa Sumai Bridge,0.0,Not Flood Prone
Kalapani Bridge-1,0.0,Not Flood Prone
Kalapani Bridge-2,0.0,Not Flood Prone
Kalapul Bridge,1.5,Severe River Flooding
Kalar Kandi Bridge,2.0,Moderate River Flooding
Kalatya,0.0,Not Flood Prone
Kalayan pur Bridge.,2.0,Moderate River Flooding
Kalbari Bridge,7.0,Severe Tidal Surge
Kalenga Bridge,2.0,Moderate River Flooding
Kalghosha Bridge,5.0,Moderate Flash Flooding
Kali Atpara Bridge,0.0,Not Flood Prone
Kalia bridge,8.0,Moderate Tidal Surge
Kaliabulapara Bridge,3.0,Low River Flooding
Kaliar Kandi Boro Bridge,2.0,Moderate River Flooding
Kalibari Bridge.,0.0,Not Flood Prone
Kaliganj Bazar Bridge,2.5,Moderate River Flooding
Kaliganj Bridge,0.0,Not Flood Prone
Kaliganj bridge,8.0,Moderate Tidal Surge
Kaligonj Bridge,5.0,Moderate Flash Flooding
Kalihati Bridge,3.0,Low River Flooding
Kalihorkanda bridge,3.0,Low River Flooding
Kalijira bridge,8.0,Moderate Tidal Surge
Kalikhola Bridge.,0.0,Not Flood Prone
Kalitala Bridge,0.0,Not Flood Prone
Kalitola Boro Bridge,2.0,Moderate River Flooding
Kalitola Bridge,2.0,Moderate River Flooding
Kalivangi Bridge,0.0,Not Flood Prone
Kalkini Bridge,0.0,Not Flood Prone
Kallyandi Bridge,3.0,Low River Flooding
Kalmakanda bridge,4.0,Severe Flash Flooding
Kalow Bridge,2.0,Moderate River Flooding
Kalpir Bridge,6.0,Low Flash Flooding
Kalsana Bridge,3.0,Low River Flooding
Kaltabazar Bridge,3.0,Low River Flooding
Kalu Mondoles Daha Bridge,0.0,Not Flood Prone
Kalupara bridge,0.0,Not Flood Prone
Kalurghat Bridge-2,5.0,Moderate Flash Flooding
Kalyandi Bridge,0.0,Not Flood Prone
Kalyanpur Bridge,2.0,Moderate River Flooding
Kamalganj Steel Bridge,0.0,Not Flood Prone
Kamalpur Bridge,1.5,Severe River Flooding
Kamalpur culvert,2.0,Moderate River Flooding
Kamar Gram Bridge,2.0,Moderate River Flooding
Kamar Khal Bridge,0.0,Not Flood Prone
Kamarhat Steel Bridge,7.0,Severe Tidal Surge
Kamarkhali Bridge,2.0,Moderate River Flooding
Kamarpara Bridge,0.0,Not Flood Prone
Kamilla Bridge,3.0,Low River Flooding
Kaminiganj Bazar Bridge,0.0,Not Flood Prone
Kamla Pul Bridge,8.0,Moderate Tidal Surge
Kamotput Bridge,0.0,Not Flood Prone
Kamta Bridge,3.0,Low River Flooding
Kana Bridge,0.0,Not Flood Prone
Kana Para Bridge,0.0,Not Flood Prone
Kanaipur Bridge,2.0,Moderate River Flooding
Kanar bazar box culvert,0.0,Not Flood Prone
Kanarampur Bridge,0.0,Not Flood Prone
Kanch pur Bridge.,0.0,Not Flood Prone
Kanchon Bridge.,0.0,Not Flood Prone
Kanchon Nagar Bridge,0.0,Not Flood Prone
Kanchona Bridge,0.0,Not Flood Prone
Kanda Para Bridge,3.0,Low River Flooding
Kanda para Bridge,2.5,Moderate River Flooding
Kandarpara Bridge,3.0,Low River Flooding
Kandhapara,3.0,Low River Flooding
Kandigoan Bridge,2.0,Moderate River Flooding
Kandila Bridge,3.0,Low River Flooding
Kanihati Bridge,0.0,Not Flood Prone
Kankhaddi Bridge,2.0,Moderate River Flooding
Kanki bridge,8.0,Moderate Tidal Surge
Kannayadaho Bridge,2.0,Moderate River Flooding
Kantinala Bridge,0.0,Not Flood Prone
Kaonia bridge,8.0,Moderate Tidal Surge
Kapalvara Steel Bridge,8.0,Moderate Tidal Surge
Kaplabunia Bailey Bridge,8.0,Moderate Tidal Surge
Kapnapahar Bridge,0.0,Not Flood Prone
Kapotakkha Bridge.,3.0,Low River Flooding
Karai Bridge,2.0,Moderate River Flooding
Karain Para,0.0,Not Flood Prone
Karakandi Bridge,2.0,Moderate River Flooding
Karangi Bridge,4.0,Severe Flash Flooding
Karapur bridge,8.0,Moderate Tidal Surge
Karchari Bridge,2.0,Moderate River Flooding
Karimpur Bridge,2.5,Moderate River Flooding
Karkat Bridge,0.0,Not Flood Prone
Karmada culvert,2.0,Moderate River Flooding
Karoa Bridge,3.0,Low River Flooding
Karoa-2 Bridge,3.0,Low River Flooding
Karontoli Bridge,0.0,Not Flood Prone
Karotoa Bridge,0.0,Not Flood Prone
Kartikpur Bazar Bridge,2.0,Moderate River Flooding
Kasampur Bazar Bridge,1.0,Severe River Flooding
Kashiganj bridge,3.0,Low River Flooding
Kashihata Bridge,2.0,Moderate River Flooding
Kashinathpur Bridge,2.0,Moderate River Flooding
Kashipur Bazar Bridge,3.0,Low River Flooding
Kashipur Bridge,2.5,Moderate River Flooding
Kashir Khamar bridge.,3.0,Low River Flooding
Kashorhat Bridge,0.0,Not Flood Prone
Kasomabad bridge,2.0,Moderate River Flooding
Kata Khal Bridge,2.0,Moderate River Flooding
Kata Khali Bridge,0.0,Not Flood Prone
Katadhoh Bridge,0.0,Not Flood Prone
Katakhal Bridge,1.5,Severe River Flooding
Katakhali Bridge,2.6666666666666665,Low River Flooding
Katakhali bridge,2.0,Moderate River Flooding
Katalia Bridge,0.0,Not Flood Prone
Katapur Bridge,3.0,Low River Flooding
Katchuri Bazar Bridge,0.0,Not Flood Prone
Katen Bridge,2.0,Moderate River Flooding
Kath toli old Bridge,6.0,Low Flash Flooding
Kathalbari Bridge,3.0,Low River Flooding
Kathalia Bridge,3.0,Low River Flooding
Kathaltola Bridge,3.0,Low River Flooding
Kather pool,0.0,Not Flood Prone
Katherpara Bridge,0.0,Not Flood Prone
Kathgauri Bridge,0.0,Not Flood Prone
Katoa Bridge,6.0,Low Flash Flooding
Kauchapara Bridge,3.0,Low River Flooding
Kaurakhali Bridge,0.0,Not Flood Prone
Kawamara Bridge,2.0,Moderate River Flooding
Kayuudia Bridge,8.0,Moderate Tidal Surge
Kazi Bridge,2.0,Moderate River Flooding
Kazibari Bridge,8.0,Moderate Tidal Surge
Kazipara Bridge,4.0,Severe Flash Flooding
Kazipara bridge,2.0,Moderate River Flooding
Kazir Kona Bridge,2.0,Moderate River Flooding
Kazir hat choto Bridge,2.0,Moderate River Flooding
Kazirbagh Bridge,3.0,Low River Flooding
Kazirhat Bridge,2.0,Moderate River Flooding
Kekania Bridge,2.0,Moderate River Flooding
Kemani Bridge,0.0,Not Flood Prone
Kengalchhari Bridge,0.0,Not Flood Prone
Keshabpur Bridge,3.0,Low River Flooding
Kewatkhali Bridge,2.0,Moderate River Flooding
Kewatkhali Bridge-2,2.0,Moderate River Flooding
Keyalnolong Bridge-2,0.0,Not Flood Prone
Keyamolong Bridge-1,0.0,Not Flood Prone
Kha Bari Bridge,2.0,Moderate River Flooding
Khachishir-Damti Bridge,2.0,Moderate River Flooding
Khadem Nagar Bridge,4.0,Severe Flash Flooding
Khadim Nagar Bridge,4.0,Severe Flash Flooding
Khadla Bridge,0.0,Not Flood Prone
Khadrogoprakhi Bridge,2.0,Moderate River Flooding
Khagri Bridge,2.0,Moderate River Flooding
Khailsha gari Bridge-1,2.0,Moderate River Flooding
Khajura Bridge,2.0,Moderate River Flooding
Khakishar Bridge,0.0,Not Flood Prone
Khakon chara Bridge,0.0,Not Flood Prone
Khal par Bridge,3.0,Low River Flooding
Khalia Dhara Bridge,0.0,Not Flood Prone
Khalishagri Bridge-2,2.0,Moderate River Flooding
Khalishakundi Bridge,3.0,Low River Flooding
Khalishpur Bridge,2.5,Moderate River Flooding
Khalkata Bridge,6.0,Low Flash Flooding
Khamachor Bridge,3.0,Low River Flooding
Khamargati bridge,2.0,Moderate River Flooding
Khankhanapur Bridge,2.0,Moderate River Flooding
Khansama Bridge-2,0.0,Not Flood Prone
Khanshama para Bridge,0.0,Not Flood Prone
Khapura Bridge,0.0,Not Flood Prone
Khapura Bridge.,0.0,Not Flood Prone
Khar eter bhata Bridge,3.0,Low River Flooding
Kharabor Bridge,0.0,Not Flood Prone
Kharchoppara Bridge,0.0,Not Flood Prone
Kharer bazar Bridge,2.0,Moderate River Flooding
Kharir Bridge,0.0,Not Flood Prone
Kharnia Bridge,3.0,Low River Flooding
Kharnia bridge,3.0,Low River Flooding
Kharshur Bridge,2.0,Moderate River Flooding
Khasi Khal Bridge,2.0,Moderate River Flooding
Khasira Bridge,6.0,Low Flash Flooding
Khasmahal Bridge,0.0,Not Flood Prone
Khata Chora,0.0,Not Flood Prone
Khatahar Bridge,3.0,Low River Flooding
Khatali bridge,8.0,Moderate Tidal Surge
Kheshua Bridge,2.0,Moderate River Flooding
Khetpara Bridge,3.0,Low River Flooding
Kheyaghat bridge,8.0,Moderate Tidal Surge
Khilkati Bridge,3.0,Low River Flooding
Khilsima Bridge,6.0,Low Flash Flooding
Khiro bridge,0.0,Not Flood Prone
Khoira Bridge,4.0,Severe Flash Flooding
Khonagatii Bridge,2.0,Moderate River Flooding
Khongshardi Bridge,0.0,Not Flood Prone
Khoria Nagar Bridge,0.0,Not Flood Prone
Khorkhori Bridge,6.0,Low Flash Flooding
Khorkhori bridge,0.0,Not Flood Prone
Khorkhoria Bridge,5.0,Moderate Flash Flooding
Khorshed Market Bridge,2.0,Moderate River Flooding
Khulia Bazar Bridge,3.0,Low River Flooding
Khumipara Bridge,0.0,Not Flood Prone
Khursukul Bridge,5.0,Moderate Flash Flooding
Khutakhali Bazar Bridge,5.0,Moderate Flash Flooding
Kibropara Bridge,0.0,Not Flood Prone
Killah dighi Bridge,0.0,Not Flood Prone
Kissorgonj,3.0,Low River Flooding
Kiwlipara Bridge,5.0,Moderate Flash Flooding
Koat bari Bridge,0.0,Not Flood Prone
Kobadak Bridge,3.0,Low River Flooding
Kochundi Bridge,2.0,Moderate River Flooding
Kochuriapara Bridge.,0.0,Not Flood Prone
Kodaldor bridge,0.0,Not Flood Prone
Kodda Bridge,1.0,Severe River Flooding
Kodda Bridge -1,0.0,Not Flood Prone
Kodolpur Bridge,0.0,Not Flood Prone
Kohinoor Gate Bridge,3.0,Low River Flooding
Koiatmorh Bridge,0.0,Not Flood Prone
Koichong Bridge,0.0,Not Flood Prone
Koikhonchori Bridge-2,0.0,Not Flood Prone
Koikhonchori Bridge-3,0.0,Not Flood Prone
Koikhonjhir Bridge-1,0.0,Not Flood Prone
Koikhonjhiri Bridge-10,0.0,Not Flood Prone
Koikhonjhiri Bridge-11,0.0,Not Flood Prone
Koikhonjhiri Bridge-12,0.0,Not Flood Prone
Koikhonjhiri Bridge-13,0.0,Not Flood Prone
Koikhonjhiri Bridge-14,0.0,Not Flood Prone
Koikhonjhiri Bridge-4,0.0,Not Flood Prone
Koikhonjhiri Bridge-5,0.0,Not Flood Prone
Koikhonjhiri Bridge-6,0.0,Not Flood Prone
Koikhonjhiri Bridge-7,0.0,Not Flood Prone
Koikhonjhiri Bridge-8,0.0,Not Flood Prone
Koikhonjhiri bridge-9,0.0,Not Flood Prone
Koilabazar Bridge,0.0,Not Flood Prone
Koilapara Bridge,0.0,Not Flood Prone
Koirakhal,2.0,Moderate River Flooding
Kokar Bazar Bridge,2.0,Moderate River Flooding
Kolabagan Bailey Bridge,0.0,Not Flood Prone
